area,category_id,id,image_id,bbox_x,bbox_y,bbox_w,bbox_h
107172,2482,1083,290,597,120,234,458
61746,25437,1085,291,537,177,246,251
69954,25437,1087,290,146,857,262,267
40356,19860,1660,440,91,827,228,177
37296,19860,1662,439,126,865,222,168
37496,19860,1661,441,639,277,218,172
41370,28762,1657,440,153,199,210,197
42833,28762,1658,439,172,208,211,203
48150,28762,1659,441,603,858,225,214
59736,3482,1663,440,572,838,262,228
59800,3482,1664,439,600,867,260,230
54834,3482,1665,441,151,219,247,222
53775,16261,1655,440,609,174,239,225
57288,16261,1654,439,637,177,248,231
60016,16261,1656,441,100,853,248,242
101712,32309,5447,1434,34,762,312,326
90258,32309,5445,1432,626,216,307,294
33304,3350,5443,1433,367,173,181,184
33123,3350,5444,1434,410,231,183,181
60270,38161,5449,1433,610,759,294,205
57600,38161,5450,1434,646,854,300,192
55290,38161,5448,1432,48,260,285,194
25600,1899,2942,773,88,258,200,128
28274,1899,2940,774,682,879,211,134
42218,33207,2931,772,641,878,209,202
40376,33207,2933,774,156,236,206,196
113750,31704,2939,773,141,642,250,455
104000,31704,2938,774,570,177,250,416
129177,16550,2936,773,530,72,279,463
137280,16550,2934,772,558,78,286,480
145632,16550,2935,774,140,680,296,492
84048,35205,4935,1294,680,151,204,412
45747,27652,4938,1294,95,852,221,207
44400,27652,4940,1296,671,255,222,200
47276,27652,4939,1295,62,810,223,212
48650,3482,4934,1296,130,287,278,175
50400,3482,4933,1295,559,811,288,175
190744,34596,4929,1294,11,44,422,452
197138,34596,4931,1296,566,730,409,482
183600,34596,4930,1295,9,17,400,459
33115,3350,2274,600,386,229,185,179
34965,3350,2273,599,345,167,185,189
47580,36636,2271,600,625,720,183,260
48732,36636,2270,599,585,632,186,262
45793,36636,2269,598,175,333,181,253
142274,33879,2276,599,70,583,319,446
127984,33879,2275,598,552,190,304,421
84561,35205,3860,1017,632,161,213,397
90675,35205,3859,1015,660,175,225,403
94710,35205,3858,1016,100,670,231,410
80764,20876,3854,1017,86,724,331,244
76890,20876,3852,1015,116,765,330,233
154786,30307,3857,1017,54,107,386,401
56910,3482,3863,1017,625,718,210,271
57028,3482,3861,1015,651,750,212,269
55380,3482,3862,1016,142,292,213,260
44512,22346,4305,1129,680,827,214,208
39396,22346,4307,1131,88,236,201,196
40392,22346,4306,1130,107,246,204,198
80066,27732,4299,1129,565,262,301,266
90160,27732,4301,1131,86,729,322,280
87492,27732,4300,1130,123,767,317,276
52440,20237,4303,1129,113,853,230,228
47286,20237,4304,1131,614,186,222,213
49922,20237,4302,1130,643,189,229,218
57960,3482,4308,1131,579,760,276,210
58025,3482,4310,1130,608,791,275,211
36290,3350,229,61,422,885,190,191
34410,3350,231,63,366,214,186,185
34960,3350,230,62,327,155,184,190
49086,36636,226,61,196,326,202,243
50250,36636,228,63,583,741,201,250
107800,18146,232,61,559,252,275,392
119966,18146,234,63,134,638,287,418
119520,18146,233,62,91,552,288,415
101250,4377,3121,821,590,702,225,450
109510,4377,3120,822,595,705,235,466
96356,4377,3122,820,136,103,218,442
103964,3742,3116,821,129,802,329,316
94526,3742,3115,820,485,150,313,302
96882,2482,3118,821,629,31,201,482
88658,2482,3119,822,623,78,194,457
160204,19551,3112,821,128,69,331,484
162992,19551,3111,820,488,643,334,488
74536,27992,4167,1096,549,778,308,242
71764,27992,4168,1097,576,813,308,233
71656,6562,4170,1098,583,232,212,338
80808,6562,4171,1096,165,673,222,364
78120,6562,4172,1097,198,713,217,360
47080,3543,4173,1098,675,861,220,214
164776,16550,4176,1098,19,788,479,344
146832,16550,4178,1096,477,114,456,322
150150,16550,4177,1097,504,127,462,325
29784,1899,2726,718,140,271,204,146
28762,1899,2725,719,124,262,197,146
113148,31704,2727,718,636,729,252,449
103390,31704,2729,720,123,133,245,422
116164,31704,2728,719,605,691,257,452
35512,21770,2721,718,126,848,193,184
33660,21770,2723,720,675,288,187,180
54026,16547,2732,718,582,190,238,227
57354,16547,2730,720,165,841,242,237
84050,35205,2983,786,678,152,205,410
79799,35205,2982,784,650,140,199,401
191199,25366,2978,786,74,75,391,489
194636,25366,2977,785,542,691,394,494
180025,25366,2976,784,59,60,379,475
46592,27652,2979,786,94,852,224,208
44200,27652,2981,785,671,255,221,200
48138,27652,2980,784,62,810,226,213
46978,3482,2986,786,587,845,283,166
48928,3482,2987,785,131,287,278,176
50225,3482,2985,784,559,812,287,175
35696,3350,972,260,364,143,184,194
34404,3350,973,261,406,203,183,188
80040,41767,974,259,107,283,276,290
83979,41767,975,260,563,652,279,301
81328,41767,976,261,607,744,272,299
48396,20237,977,259,605,280,222,218
53128,20237,978,260,93,731,232,229
51296,20237,979,261,137,820,229,224
150520,12777,708,188,563,578,284,530
149940,12777,709,187,84,114,294,510
70755,5093,716,188,524,150,267,265
83220,5093,715,189,136,856,285,292
75621,5093,714,187,137,847,277,273
101745,22361,712,188,80,69,255,399
104342,22361,711,187,604,780,257,406
99093,2482,706,188,83,643,201,493
93258,2482,707,189,644,119,198,471
94276,2482,705,187,649,86,196,481
30438,21025,3762,992,677,285,178,171
32037,21025,3763,991,102,821,177,181
45787,3543,3766,992,675,835,217,211
46870,10220,3757,992,170,275,218,215
50621,10220,3756,991,584,775,227,223
48168,10220,3758,993,612,814,223,216
58077,16547,3761,992,149,795,239,243
53110,16547,3760,993,601,233,235,226
112980,29344,4646,1221,130,162,269,420
125208,29344,4644,1219,579,670,282,444
125935,29344,4645,1220,605,703,283,445
43890,3543,4652,1221,667,819,209,210
40600,3543,4650,1219,106,243,203,200
41800,3543,4651,1220,121,253,209,200
52210,10220,4649,1221,79,828,230,227
145860,16550,4654,1221,564,208,330,442
153780,16550,4653,1219,69,580,330,466
155480,16550,4655,1220,95,629,338,460
37286,27776,4381,1151,143,774,181,206
35200,27776,4380,1150,176,810,176,200
34726,27776,4382,1152,639,297,179,194
46004,29666,4388,1151,603,162,217,212
47945,29666,4387,1150,630,164,223,215
53124,29666,4386,1152,127,881,233,228
59664,3482,4383,1151,536,779,264,226
58565,3482,4384,1150,564,813,265,221
58830,3482,4385,1152,175,272,265,222
181350,34596,4389,1151,71,33,390,465
201275,34596,4391,1152,514,711,415,485
86900,27732,3198,843,123,766,316,275
90482,27732,3200,841,85,728,322,281
58575,3482,3194,843,608,789,275,213
57540,3482,3192,841,578,760,274,210
54400,3482,3193,842,121,306,272,200
183150,34596,3197,843,71,159,450,407
184704,34596,3196,841,56,125,444,416
56608,16261,3203,843,588,225,244,232
54026,16261,3201,841,563,219,238,227
60500,16261,3202,842,152,802,250,242
76130,20876,4124,1084,116,768,331,230
76986,20876,4123,1086,544,294,329,234
79860,20876,4122,1085,86,724,330,242
186048,25366,4119,1084,45,153,456,408
195960,25366,4121,1086,498,689,460,426
34189,16231,4126,1084,657,232,191,179
37627,16231,4125,1086,133,847,197,191
34776,16231,4127,1085,626,222,189,184
56548,3482,4129,1084,651,750,211,268
54272,3482,4130,1086,141,293,212,256
56639,3482,4128,1085,625,718,209,271
95064,35205,5032,1320,98,671,233,408
91481,35205,5033,1318,659,175,227,403
84348,35205,5031,1319,632,161,213,396
78540,20876,5027,1320,543,294,330,238
77024,20876,5026,1318,117,766,332,232
80764,20876,5025,1319,86,723,331,244
197578,25366,5028,1320,480,674,443,446
185745,25366,5030,1318,85,148,435,427
183184,25366,5029,1319,70,128,428,428
54954,3482,5024,1320,141,291,213,258
56548,3482,5022,1318,651,750,211,268
57664,3482,5023,1319,624,717,212,272
35670,1899,2129,563,643,854,205,174
31948,1899,2130,564,152,254,196,163
30644,1899,2128,562,135,245,188,163
76703,33008,2139,563,86,257,367,209
20010,33008,2138,562,521,791,381,210
34209,21770,2133,563,639,316,189,181
36670,21770,2131,562,129,767,193,190
151844,16550,2135,563,97,658,308,493
138910,16550,2134,564,594,106,290,479
132990,16550,2136,562,561,95,286,465
39952,19860,4158,1094,91,828,227,176
60490,3482,4166,1094,572,837,263,230
59311,3482,4165,1095,601,867,259,229
188331,34596,4156,1094,32,88,439,429
183456,34596,4157,1095,47,123,441,416
54720,16261,4163,1094,609,172,240,228
57057,16261,4162,1095,637,176,247,231
37230,19860,3037,801,639,276,219,170
40002,19860,3038,800,92,827,226,177
51754,20237,3035,801,112,856,229,226
46860,20237,3034,800,615,185,220,213
48578,28762,3039,801,603,886,227,214
41160,28762,3040,800,151,174,210,196
42800,28762,3041,799,169,179,214,200
54587,3482,3043,801,151,218,247,221
59998,3482,3044,800,572,838,262,229
60522,3482,3042,799,600,867,262,231
48336,27652,2088,550,63,811,228,212
43581,27652,2086,551,670,256,219,199
163020,30307,2083,552,79,142,380,429
151938,30307,2084,550,66,125,367,414
168480,30307,2085,551,543,686,390,432
48825,20237,2082,552,622,177,225,217
46008,20237,2080,550,598,175,216,213
47476,3482,2089,552,588,845,286,166
50112,3482,2091,550,560,811,288,174
47300,3482,2090,551,130,290,275,172
29600,1899,2470,652,124,260,200,148
30044,1899,2469,654,142,269,203,148
102968,31704,2467,653,129,128,244,422
111801,31704,2468,654,626,733,249,449
47685,24849,2474,653,548,267,289,165
50400,24849,2473,652,116,842,300,168
49086,24849,2472,654,146,881,303,162
152079,16550,2476,653,91,692,311,489
103840,4377,4521,1188,600,700,220,472
78120,5093,4519,1187,104,799,280,279
80940,5093,4518,1188,108,813,285,284
100700,2482,4524,1188,609,85,212,475
114478,2482,4526,1186,85,676,238,481
155184,19551,4517,1188,111,187,318,488
158270,19551,4515,1186,510,559,323,490
164604,12777,1095,293,89,133,319,516
162972,12777,1096,294,82,109,324,503
166474,12777,1094,292,541,595,329,506
98700,2482,1103,293,652,102,210,470
95200,2482,1104,294,663,70,200,476
99470,2482,1105,292,72,661,203,490
120124,5885,1100,293,610,683,236,509
112959,5885,1102,294,599,684,231,489
69958,25437,1099,293,133,855,263,266
65536,25437,1098,294,131,840,256,256
61256,25437,1097,292,547,180,247,248
47730,29666,2252,593,608,194,222,215
48825,29666,2253,594,638,199,225,217
52664,29666,2251,592,118,843,232,227
40740,28762,2258,593,114,162,210,194
42622,28762,2259,594,129,165,211,202
47945,28762,2257,592,649,903,223,215
60291,3482,2255,594,598,868,261,231
54120,3482,2256,592,153,219,246,220
39396,22346,4074,1073,117,198,201,196
45144,22346,4076,1072,654,864,216,209
40976,22346,4075,1074,130,207,208,197
36720,27776,4081,1073,144,774,180,204
34547,27776,4082,1072,639,297,179,193
34825,27776,4080,1074,177,812,175,199
43920,36636,4072,1073,636,179,183,240
48705,36636,4071,1072,129,827,191,255
46376,36636,4073,1074,666,180,187,248
58565,3482,4078,1072,174,274,265,221
58565,3482,4079,1074,564,813,265,221
82060,25468,4359,1144,51,857,373,220
85470,25468,4361,1146,12,812,385,222
82563,25468,4360,1145,572,230,377,219
207930,31884,4369,1144,57,179,435,478
202138,31884,4368,1146,42,146,422,479
215934,31884,4370,1145,517,588,438,493
53654,3482,4363,1146,576,811,278,193
51570,3482,4362,1145,127,272,270,191
54050,16261,4367,1146,547,190,235,230
60250,16261,4366,1145,166,834,250,241
41173,22346,2065,544,121,210,209,197
39984,22346,2066,546,106,201,204,196
35376,27776,2056,544,175,810,176,201
33984,27776,2057,545,639,298,177,192
48168,29666,2063,544,631,164,223,216
52668,29666,2064,545,126,881,231,228
46434,29666,2062,546,603,162,218,213
58830,3482,2061,544,564,814,265,222
57902,3482,2059,545,176,274,262,221
144336,23222,2397,633,141,134,291,496
148176,23222,2396,631,138,97,294,504
156672,23222,2395,632,500,601,306,512
94668,2482,2400,633,656,91,196,483
96117,2482,2399,631,664,62,199,483
107038,2482,2398,632,67,662,218,491
114660,5885,2389,631,594,681,234,490
112320,5885,2390,632,116,83,234,480
69958,25437,2392,633,130,850,263,266
65786,25437,2393,631,127,836,259,254
38805,22346,3083,813,108,191,199,195
44308,22346,3081,811,667,873,212,209
40385,22346,3082,812,121,199,205,197
84096,25468,3087,813,11,813,384,219
82186,25468,3089,811,573,231,377,218
82060,25468,3088,812,51,856,373,220
33670,16231,3084,813,603,213,185,182
37635,16231,3086,811,162,855,195,193
35904,16231,3085,812,630,219,192,187
54990,3482,3080,813,574,811,282,195
50572,3482,3078,811,127,272,269,188
52630,3482,3079,812,602,845,277,190
79788,6562,1787,473,158,666,218,366
73315,6562,1788,474,586,237,215,341
33552,33877,1794,473,600,812,233,144
51302,16547,1790,473,600,143,227,226
58320,16547,1791,474,117,881,243,240
53336,16547,1789,472,627,147,236,226
77280,20876,3965,1047,593,261,322,240
83160,20876,3963,1045,42,755,330,252
79376,20876,3964,1046,73,799,328,242
48608,29666,3969,1046,624,182,224,217
42636,28762,3966,1045,134,212,209,204
53594,3482,3972,1047,143,291,211,254
57330,3482,3974,1045,624,719,210,273
56490,3482,3973,1046,650,752,210,269
265500,16687,5520,1454,33,520,450,590
33488,3350,5527,1455,333,193,184,182
35910,3350,5526,1454,292,133,189,190
98895,18356,5523,1454,610,552,285,347
93573,18356,5522,1453,49,308,281,333
26334,12246,5461,1440,621,878,209,126
27864,12246,5460,1439,592,849,216,129
25704,12246,5459,1438,176,303,204,126
77903,6562,5468,1440,198,713,217,359
71781,6562,5469,1438,583,232,213,337
41406,3543,5464,1440,89,210,206,201
40602,3543,5462,1439,73,198,202,201
53775,16547,5466,1440,539,190,239,225
52891,16547,5467,1439,515,179,233,227
57840,16547,5465,1438,209,838,241,240
34300,27776,4921,1292,639,292,175,196
36695,27776,4922,1293,145,776,179,205
35000,27776,4920,1291,177,813,175,200
154524,30307,4927,1292,553,690,326,474
137229,30307,4926,1293,116,83,307,447
149226,30307,4928,1291,129,99,323,462
53572,20237,4918,1292,151,850,236,227
48375,20237,4917,1291,605,196,225,215
58386,3482,4924,1292,172,273,263,222
59400,3482,4923,1293,539,781,264,225
58035,3482,4925,1291,565,814,265,219
29353,1899,4149,1091,139,270,197,149
33760,1899,4150,1092,652,849,211,160
29898,1899,4151,1090,121,258,198,151
96432,33008,4152,1091,104,799,328,294
94639,33008,4154,1092,562,211,323,293
102175,33008,4153,1090,70,744,335,305
59750,44198,4148,1091,626,832,250,239
57810,44198,4147,1092,135,241,246,235
63736,44198,4146,1090,593,792,257,248
54036,16547,4144,1091,659,112,237,228
50848,16547,4143,1090,631,112,227,224
95667,12080,2147,566,74,129,223,429
106690,12080,2148,567,641,688,235,454
195800,12777,2141,566,510,644,440,445
179607,12777,2142,567,21,122,411,437
72628,5093,2151,566,551,190,271,268
77841,5093,2150,567,104,799,279,279
81504,5093,2149,565,109,810,283,288
121187,2482,2145,566,58,695,253,479
118250,2482,2144,567,626,34,250,473
102986,2482,2143,565,624,70,221,466
34038,3350,1129,303,350,220,186,183
35344,3350,1128,302,310,162,188,188
37249,3350,1127,301,438,879,193,193
51980,36636,1135,303,609,803,230,226
50600,36636,1133,301,141,296,230,220
88179,19231,1132,303,142,736,273,323
91184,19231,1131,302,99,634,278,328
85365,19231,1130,301,557,238,271,315
88818,35205,5068,1331,580,110,226,393
107169,35205,5069,1332,128,724,257,417
53376,3482,5076,1331,576,812,278,192
52731,3482,5078,1330,602,843,279,189
52032,3482,5077,1332,125,271,271,192
186575,34596,5070,1331,71,134,439,425
187766,34596,5072,1330,91,163,446,421
204624,34596,5071,1332,456,650,464,441
35532,1899,3784,999,643,846,188,189
90315,29450,3788,999,108,234,405,223
90640,29450,3786,998,490,847,412,220
36652,21770,3780,997,122,807,196,187
34216,21770,3782,999,644,291,188,182
129359,16550,3791,997,592,62,277,467
141696,16550,3789,998,622,63,288,492
96288,32309,4589,1206,570,816,354,272
101080,32309,4588,1205,529,713,361,280
33294,3350,4594,1205,355,167,179,186
37044,3350,4593,1204,396,857,189,196
35150,22073,4592,1206,93,852,185,190
37044,22073,4591,1205,51,762,189,196
33856,22073,4590,1204,687,265,184,184
75799,20876,1684,447,115,769,331,229
76191,20876,1685,445,544,294,327,233
80433,20876,1686,446,84,725,331,243
202800,31884,1683,447,123,105,400,507
204580,31884,1681,445,487,625,386,530
196596,31884,1682,446,107,74,381,516
45933,36636,1680,447,632,210,183,251
48450,36636,1678,445,167,798,190,255
43855,36636,1679,446,605,205,179,245
56910,3482,1687,447,649,749,210,271
54060,3482,1688,445,143,292,212,255
56430,3482,1689,446,625,720,209,270
32256,1899,1545,410,153,253,192,168
30360,1899,1544,409,138,245,184,165
36285,1899,1543,411,644,854,205,177
74824,33008,1538,410,550,836,376,199
76285,33008,1539,411,89,257,365,209
149586,16550,1548,410,43,776,466,321
150100,16550,1547,409,4,730,475,316
80066,27732,1851,488,566,261,301,266
90522,27732,1850,489,86,727,321,282
213030,31884,1844,488,505,680,405,526
196950,31884,1845,489,84,30,390,505
212014,31884,1843,487,92,51,419,506
38025,16231,1846,488,145,891,195,195
34224,16231,1848,489,621,176,186,184
35295,16231,1847,487,646,185,195,181
53262,3482,1853,488,124,307,269,198
57540,3482,1854,489,579,759,274,210
57814,3482,1852,487,608,790,274,211
201240,31884,1958,517,28,20,387,520
183141,31884,1959,518,19,5,357,513
47475,27652,1954,518,61,811,225,211
48300,3482,1953,519,131,287,276,175
47144,3482,1951,517,586,846,284,166
50400,3482,1952,518,559,811,288,175
164844,12777,2681,706,75,124,342,482
172200,12777,2680,708,63,79,350,492
183024,12777,2679,707,532,630,369,496
79524,5093,2683,706,112,818,282,282
76450,5093,2684,708,109,807,278,275
125892,2482,2677,706,604,79,269,468
118404,2482,2676,707,70,692,253,468
115385,5885,2675,708,597,683,235,491
114234,5885,2674,707,111,77,237,482
40228,19860,3745,989,89,827,226,178
41173,22346,3747,988,157,183,209,197
44732,22346,3748,990,628,885,212,211
39592,22346,3749,989,144,177,202,196
40200,36636,3750,988,618,201,268,150
46092,36636,3752,990,96,907,276,167
40455,36636,3751,989,591,193,261,155
60552,3482,3753,988,599,869,261,232
54612,3482,3754,990,153,219,246,222
53953,27992,4313,1134,497,855,331,163
52003,27992,4311,1132,150,253,323,161
53600,27992,4312,1133,522,888,335,160
39999,3543,4315,1134,149,188,201,199
46438,3543,4316,1132,619,867,217,214
42622,3543,4314,1133,162,197,211,202
40795,4542,4317,1134,602,189,205,199
44520,4542,4318,1132,145,868,212,210
42432,4542,4319,1133,629,190,208,204
56168,16547,4322,1134,109,784,238,236
51296,16547,4321,1132,617,248,229,224
54036,16547,4320,1133,142,828,237,228
181845,25366,5269,1385,39,76,405,449
200732,25366,5268,1386,531,703,428,469
192010,25366,5270,1384,50,91,422,455
35200,27776,5265,1384,177,813,176,200
47925,20237,5272,1385,575,192,225,213
53118,20237,5271,1386,153,850,234,227
60794,3482,5276,1385,538,780,269,226
58386,3482,5275,1386,173,272,263,222
58035,3482,5274,1384,566,816,265,219
28290,1899,537,144,188,272,205,138
28560,1899,535,143,609,900,210,136
32757,21025,541,142,90,832,183,179
31140,21025,542,144,684,274,180,173
55552,44198,532,142,78,176,248,224
62068,44198,534,144,646,861,263,236
58016,44198,533,143,91,186,259,224
52650,16547,539,142,593,156,234,225
58072,16547,538,144,122,868,244,238
53788,16547,540,143,622,162,238,226
150696,22626,4628,1213,102,6,312,483
157760,22626,4627,1215,519,712,320,493
154500,22626,4626,1214,109,29,309,500
95800,2482,4629,1213,664,64,200,479
102828,2482,4630,1215,69,662,209,492
114426,5885,4620,1213,594,680,234,489
113490,5885,4622,1215,117,79,234,485
61997,25437,4623,1215,549,183,247,251
70490,25437,4625,1214,128,850,265,266
83990,33008,1190,318,537,762,370,227
80726,33008,1191,317,78,266,362,223
76220,33008,1189,316,565,813,370,206
39788,3543,1188,318,111,225,203,196
45154,3543,1186,317,659,833,214,211
42000,3543,1187,316,125,235,210,200
46842,10220,1183,318,604,194,222,211
52664,10220,1184,317,123,843,232,227
54984,16547,1182,318,135,748,237,232
54264,16547,1180,316,166,791,238,228
34780,3350,5338,1403,325,155,185,188
37248,3350,5337,1402,423,885,194,192
159185,33879,5344,1403,78,634,403,395
149669,33879,5345,1404,118,739,397,377
52899,20237,5341,1403,630,672,231,229
50838,20237,5340,1402,84,335,229,222
49940,20237,5342,1404,669,763,227,220
36100,1899,568,151,644,845,190,190
41580,33207,571,153,610,845,210,198
43442,33207,573,152,583,813,214,203
89816,29450,576,153,75,843,412,218
89980,29450,575,151,511,243,409,220
52200,16547,566,152,621,206,232,225
132275,27925,5385,1416,580,640,275,481
132683,27925,5384,1414,553,600,277,479
120600,27925,5386,1415,152,178,268,450
42016,3543,5380,1416,124,202,208,202
40596,3543,5378,1414,109,194,204,199
46438,3543,5379,1415,660,864,217,214
47304,10220,5383,1416,629,198,219,216
45787,10220,5382,1414,602,194,217,211
52206,10220,5381,1415,128,845,231,226
55209,16547,5388,1416,91,817,239,231
51968,16547,5387,1415,667,259,232,224
213030,31884,3294,870,565,675,405,526
202400,31884,3295,869,18,37,400,506
209990,31884,3296,868,33,59,415,506
37828,16231,3293,870,143,845,196,193
34038,16231,3292,869,621,223,186,183
34944,16231,3291,868,648,230,192,182
47850,3482,3302,870,133,289,275,174
50400,3482,3300,869,558,811,288,175
47094,3482,3301,868,587,846,282,167
81840,25468,1907,504,52,857,372,220
158760,30307,1901,503,39,95,392,405
175557,30307,1902,502,546,729,421,417
161202,30307,1900,504,49,119,401,402
47515,20237,1898,503,591,190,221,215
48614,20237,1899,504,619,196,223,218
54040,3482,1904,503,575,812,280,193
52452,3482,1905,504,602,845,279,188
33672,1899,1705,453,168,247,184,183
36099,1899,1707,452,643,845,189,191
32942,1899,1706,451,149,241,181,182
89816,29450,1710,453,74,843,412,218
90761,29450,1708,452,513,243,407,223
94976,29450,1709,451,33,803,424,224
56430,44198,1712,453,625,813,209,270
52924,44198,1713,452,176,232,202,262
58695,44198,1711,451,598,782,215,273
146952,16550,1704,453,542,135,314,468
138774,16550,1702,451,518,121,303,458
30000,1899,257,71,138,219,200,150
32705,1899,256,70,632,900,211,155
97251,29450,259,71,522,805,421,231
92434,29450,260,72,553,841,409,226
55860,24849,265,71,119,738,196,285
50997,24849,267,70,646,259,191,267
55468,24849,266,72,152,772,196,283
128992,16550,264,71,617,43,278,464
142590,16550,262,72,645,47,294,485
35712,3350,1154,307,463,831,186,192
35898,3350,1155,308,289,203,186,193
34410,3350,1156,309,331,266,185,186
82584,41767,1151,307,108,319,279,296
83440,41767,1152,308,561,603,280,298
81600,41767,1153,309,603,695,272,300
46872,36636,1148,307,618,257,186,252
47872,36636,1150,309,161,801,187,256
112784,22361,5289,1390,606,746,266,424
103530,22361,5291,1392,598,744,255,406
101772,22361,5290,1391,91,104,257,396
171216,22626,5299,1390,108,154,369,464
164783,22626,5300,1392,108,133,367,449
170376,22626,5298,1391,468,614,372,458
93800,2482,5295,1390,602,115,200,469
106301,2482,5296,1392,602,78,221,481
110322,2482,5297,1391,105,649,227,486
61992,25437,5293,1391,524,159,246,252
37060,19860,2053,541,639,276,218,170
40179,19860,2055,542,92,828,227,177
185370,31884,2048,541,582,653,334,555
34209,16231,2050,542,616,173,189,181
36288,16231,2051,543,645,175,192,189
53436,3482,2044,541,152,220,244,219
58624,3482,2046,543,602,867,256,229
45715,29870,2773,730,631,806,205,223
46330,29870,2772,731,603,772,205,226
41200,3543,2779,730,119,167,206,200
46224,3543,2778,732,669,898,216,214
42224,4542,2769,730,641,142,208,203
46010,4542,2771,732,132,915,215,214
54036,16547,2777,730,152,811,237,228
50838,16547,2776,732,606,265,229,222
54970,16547,2775,731,119,770,239,230
101106,35205,1943,516,137,709,246,411
88757,35205,1942,514,578,133,227,391
35000,27776,1948,515,179,812,175,200
37105,27776,1949,514,145,776,181,205
156768,30307,1946,515,93,185,426,368
161385,30307,1945,516,481,702,435,371
149344,30307,1947,514,76,165,416,359
56898,3482,1941,516,173,277,261,218
60836,3482,1939,514,539,776,268,227
31590,1899,2204,582,152,255,195,162
30807,1899,2203,580,134,244,189,163
35638,1899,2205,581,644,854,206,173
74227,33008,2210,582,550,838,373,199
80430,33008,2211,580,518,791,383,210
77648,33008,2209,581,87,253,368,211
55464,24849,2206,582,162,815,184,296
55752,24849,2207,580,130,775,184,303
54934,16547,2202,582,637,121,242,227
53118,16547,2200,580,610,117,234,227
58563,16547,2201,581,106,907,243,241
87492,27732,2612,689,123,766,317,276
79765,27732,2610,690,564,262,301,265
90160,27732,2611,688,86,729,322,280
49932,20237,2614,689,642,189,228,219
52896,20237,2615,690,113,853,232,228
47520,20237,2613,688,614,186,220,216
58025,3482,2616,689,608,791,275,211
54944,3482,2617,690,121,306,272,202
58300,3482,2618,688,579,758,275,212
183675,34596,2608,689,116,216,465,395
192918,34596,2609,690,412,628,474,407
209664,31884,1444,385,72,61,416,504
216006,31884,1446,387,500,651,417,518
215130,31884,1445,386,87,86,426,505
47700,27652,1453,385,62,811,225,212
43600,27652,1455,387,671,255,218,200
46161,27652,1454,386,95,853,223,207
45795,20237,1450,385,598,176,215,213
48608,20237,1452,386,623,177,224,217
50688,3482,1449,385,560,812,288,176
47950,3482,1447,387,132,289,274,175
46695,3482,1448,386,588,846,283,165
43560,27652,4813,1263,672,256,220,198
47475,27652,4812,1262,61,811,225,211
45747,27652,4811,1261,95,853,221,207
38208,16231,4819,1263,140,846,199,192
34221,16231,4817,1262,621,223,187,183
34740,16231,4818,1261,648,231,193,180
48125,3482,4814,1263,133,286,275,175
49938,3482,4816,1262,559,811,287,174
47595,3482,4815,1261,585,846,285,167
80142,33008,416,113,78,268,361,222
41800,3543,425,112,126,235,209,200
45368,3543,424,113,658,834,214,212
39798,3543,426,114,112,226,201,198
47945,10220,422,112,633,201,223,215
143369,16550,420,112,158,586,307,467
141831,16550,418,113,529,228,309,459
147702,16550,419,114,125,536,309,478
32130,12246,4582,1202,609,845,210,153
33384,12246,4581,1201,582,813,214,156
30247,12246,4583,1203,184,309,203,149
31504,21025,4576,1202,137,855,176,179
32040,21025,4575,1201,103,823,178,180
30621,21025,4577,1203,676,284,177,173
41600,3543,4578,1202,160,196,208,200
46221,3543,4580,1203,623,870,217,213
53788,16547,4585,1202,613,224,238,226
51744,16547,4586,1201,586,214,231,224
57117,16547,4584,1203,134,807,241,237
159456,12777,3248,853,556,569,302,528
155344,12777,3247,854,89,108,304,511
162843,12777,3246,855,87,130,309,527
96135,4377,3240,853,136,108,221,435
102604,4377,3241,854,588,702,227,452
94224,3742,3237,853,485,151,312,302
103964,3742,3238,854,129,802,329,316
111547,3742,3239,855,131,814,337,331
104370,2482,3244,853,100,691,213,490
97566,2482,3245,854,631,31,202,483
36278,3350,831,221,362,144,187,194
34592,3350,832,222,406,203,184,188
36672,3350,830,220,384,895,191,192
84560,41767,837,221,563,650,280,302
78925,41767,836,220,107,285,275,287
63240,16261,834,221,127,676,255,248
55692,16261,833,220,558,312,238,234
126880,27925,3684,972,572,630,260,488
119340,27925,3686,971,143,144,260,459
124185,27925,3685,970,601,672,255,487
28755,1899,3679,971,629,892,213,135
25654,1899,3678,970,158,250,202,127
37044,21770,3683,972,124,776,196,189
34200,21770,3682,971,642,312,190,180
36096,21770,3681,970,158,811,192,188
166470,16550,3688,971,39,768,358,465
155109,16550,3689,970,598,23,347,447
83538,25468,1397,372,50,857,378,221
85085,25468,1396,371,12,812,385,221
82186,25468,1398,370,573,232,377,218
54600,3482,1394,371,576,810,280,195
51490,3482,1395,370,126,271,271,190
187956,34596,1389,372,12,143,454,414
185680,34596,1388,371,5,109,440,422
192262,34596,1387,370,532,677,443,434
54273,16261,1392,371,546,188,237,229
60009,16261,1390,370,166,832,249,241
79950,20876,1401,375,594,259,325,246
80115,20876,1400,374,70,799,327,245
83385,20876,1399,373,39,753,327,255
199820,25366,1403,375,497,745,412,485
182422,25366,1404,373,86,22,394,463
52664,29666,1409,375,134,859,232,227
48174,29666,1408,374,625,185,222,217
47294,29666,1410,373,597,182,221,214
54315,3482,1405,375,144,289,213,255
56759,3482,1406,374,647,754,211,269
56368,3482,1407,373,622,722,208,271
