area,bbox,category_id,id,image_id
77903,"[198, 713, 217, 359]",6562,5468,1440
71781,"[583, 232, 213, 337]",6562,5469,1438
41406,"[89, 210, 206, 201]",3543,5464,1440
40602,"[73, 198, 202, 201]",3543,5462,1439
53775,"[539, 190, 239, 225]",16547,5466,1440
52891,"[515, 179, 233, 227]",16547,5467,1439
57840,"[209, 838, 241, 240]",16547,5465,1438
34300,"[639, 292, 175, 196]",27776,4921,1292
36695,"[145, 776, 179, 205]",27776,4922,1293
35000,"[177, 813, 175, 200]",27776,4920,1291
154524,"[553, 690, 326, 474]",30307,4927,1292
137229,"[116, 83, 307, 447]",30307,4926,1293
149226,"[129, 99, 323, 462]",30307,4928,1291
53572,"[151, 850, 236, 227]",20237,4918,1292
48375,"[605, 196, 225, 215]",20237,4917,1291
58386,"[172, 273, 263, 222]",3482,4924,1292
59400,"[539, 781, 264, 225]",3482,4923,1293
58035,"[565, 814, 265, 219]",3482,4925,1291
29353,"[139, 270, 197, 149]",1899,4149,1091
33760,"[652, 849, 211, 160]",1899,4150,1092
29898,"[121, 258, 198, 151]",1899,4151,1090
96432,"[104, 799, 328, 294]",33008,4152,1091
94639,"[562, 211, 323, 293]",33008,4154,1092
102175,"[70, 744, 335, 305]",33008,4153,1090
59750,"[626, 832, 250, 239]",44198,4148,1091
57810,"[135, 241, 246, 235]",44198,4147,1092
63736,"[593, 792, 257, 248]",44198,4146,1090
54036,"[659, 112, 237, 228]",16547,4144,1091
50848,"[631, 112, 227, 224]",16547,4143,1090
95667,"[74, 129, 223, 429]",12080,2147,566
106690,"[641, 688, 235, 454]",12080,2148,567
195800,"[510, 644, 440, 445]",12777,2141,566
179607,"[21, 122, 411, 437]",12777,2142,567
72628,"[551, 190, 271, 268]",5093,2151,566
77841,"[104, 799, 279, 279]",5093,2150,567
81504,"[109, 810, 283, 288]",5093,2149,565
121187,"[58, 695, 253, 479]",2482,2145,566
118250,"[626, 34, 250, 473]",2482,2144,567
102986,"[624, 70, 221, 466]",2482,2143,565
34038,"[350, 220, 186, 183]",3350,1129,303
35344,"[310, 162, 188, 188]",3350,1128,302
37249,"[438, 879, 193, 193]",3350,1127,301
51980,"[609, 803, 230, 226]",36636,1135,303
50600,"[141, 296, 230, 220]",36636,1133,301
88179,"[142, 736, 273, 323]",19231,1132,303
91184,"[99, 634, 278, 328]",19231,1131,302
85365,"[557, 238, 271, 315]",19231,1130,301
88818,"[580, 110, 226, 393]",35205,5068,1331
107169,"[128, 724, 257, 417]",35205,5069,1332
53376,"[576, 812, 278, 192]",3482,5076,1331
52731,"[602, 843, 279, 189]",3482,5078,1330
52032,"[125, 271, 271, 192]",3482,5077,1332
186575,"[71, 134, 439, 425]",34596,5070,1331
187766,"[91, 163, 446, 421]",34596,5072,1330
204624,"[456, 650, 464, 441]",34596,5071,1332
35532,"[643, 846, 188, 189]",1899,3784,999
90315,"[108, 234, 405, 223]",29450,3788,999
90640,"[490, 847, 412, 220]",29450,3786,998
36652,"[122, 807, 196, 187]",21770,3780,997
34216,"[644, 291, 188, 182]",21770,3782,999
129359,"[592, 62, 277, 467]",16550,3791,997
141696,"[622, 63, 288, 492]",16550,3789,998
96288,"[570, 816, 354, 272]",32309,4589,1206
101080,"[529, 713, 361, 280]",32309,4588,1205
33294,"[355, 167, 179, 186]",3350,4594,1205
37044,"[396, 857, 189, 196]",3350,4593,1204
35150,"[93, 852, 185, 190]",22073,4592,1206
37044,"[51, 762, 189, 196]",22073,4591,1205
33856,"[687, 265, 184, 184]",22073,4590,1204
75799,"[115, 769, 331, 229]",20876,1684,447
76191,"[544, 294, 327, 233]",20876,1685,445
80433,"[84, 725, 331, 243]",20876,1686,446
202800,"[123, 105, 400, 507]",31884,1683,447
204580,"[487, 625, 386, 530]",31884,1681,445
196596,"[107, 74, 381, 516]",31884,1682,446
45933,"[632, 210, 183, 251]",36636,1680,447
48450,"[167, 798, 190, 255]",36636,1678,445
43855,"[605, 205, 179, 245]",36636,1679,446
56910,"[649, 749, 210, 271]",3482,1687,447
54060,"[143, 292, 212, 255]",3482,1688,445
56430,"[625, 720, 209, 270]",3482,1689,446
32256,"[153, 253, 192, 168]",1899,1545,410
30360,"[138, 245, 184, 165]",1899,1544,409
36285,"[644, 854, 205, 177]",1899,1543,411
74824,"[550, 836, 376, 199]",33008,1538,410
76285,"[89, 257, 365, 209]",33008,1539,411
149586,"[43, 776, 466, 321]",16550,1548,410
150100,"[4, 730, 475, 316]",16550,1547,409
80066,"[566, 261, 301, 266]",27732,1851,488
90522,"[86, 727, 321, 282]",27732,1850,489
213030,"[505, 680, 405, 526]",31884,1844,488
196950,"[84, 30, 390, 505]",31884,1845,489
212014,"[92, 51, 419, 506]",31884,1843,487
38025,"[145, 891, 195, 195]",16231,1846,488
34224,"[621, 176, 186, 184]",16231,1848,489
35295,"[646, 185, 195, 181]",16231,1847,487
53262,"[124, 307, 269, 198]",3482,1853,488
57540,"[579, 759, 274, 210]",3482,1854,489
57814,"[608, 790, 274, 211]",3482,1852,487
201240,"[28, 20, 387, 520]",31884,1958,517
183141,"[19, 5, 357, 513]",31884,1959,518
47475,"[61, 811, 225, 211]",27652,1954,518
48300,"[131, 287, 276, 175]",3482,1953,519
47144,"[586, 846, 284, 166]",3482,1951,517
50400,"[559, 811, 288, 175]",3482,1952,518
164844,"[75, 124, 342, 482]",12777,2681,706
172200,"[63, 79, 350, 492]",12777,2680,708
183024,"[532, 630, 369, 496]",12777,2679,707
79524,"[112, 818, 282, 282]",5093,2683,706
76450,"[109, 807, 278, 275]",5093,2684,708
125892,"[604, 79, 269, 468]",2482,2677,706
118404,"[70, 692, 253, 468]",2482,2676,707
115385,"[597, 683, 235, 491]",5885,2675,708
114234,"[111, 77, 237, 482]",5885,2674,707
40228,"[89, 827, 226, 178]",19860,3745,989
41173,"[157, 183, 209, 197]",22346,3747,988
44732,"[628, 885, 212, 211]",22346,3748,990
39592,"[144, 177, 202, 196]",22346,3749,989
40200,"[618, 201, 268, 150]",36636,3750,988
46092,"[96, 907, 276, 167]",36636,3752,990
40455,"[591, 193, 261, 155]",36636,3751,989
60552,"[599, 869, 261, 232]",3482,3753,988
54612,"[153, 219, 246, 222]",3482,3754,990
53953,"[497, 855, 331, 163]",27992,4313,1134
52003,"[150, 253, 323, 161]",27992,4311,1132
53600,"[522, 888, 335, 160]",27992,4312,1133
39999,"[149, 188, 201, 199]",3543,4315,1134
46438,"[619, 867, 217, 214]",3543,4316,1132
42622,"[162, 197, 211, 202]",3543,4314,1133
40795,"[602, 189, 205, 199]",4542,4317,1134
44520,"[145, 868, 212, 210]",4542,4318,1132
42432,"[629, 190, 208, 204]",4542,4319,1133
56168,"[109, 784, 238, 236]",16547,4322,1134
51296,"[617, 248, 229, 224]",16547,4321,1132
54036,"[142, 828, 237, 228]",16547,4320,1133
181845,"[39, 76, 405, 449]",25366,5269,1385
200732,"[531, 703, 428, 469]",25366,5268,1386
192010,"[50, 91, 422, 455]",25366,5270,1384
35200,"[177, 813, 176, 200]",27776,5265,1384
47925,"[575, 192, 225, 213]",20237,5272,1385
53118,"[153, 850, 234, 227]",20237,5271,1386
60794,"[538, 780, 269, 226]",3482,5276,1385
58386,"[173, 272, 263, 222]",3482,5275,1386
58035,"[566, 816, 265, 219]",3482,5274,1384
28290,"[188, 272, 205, 138]",1899,537,144
28560,"[609, 900, 210, 136]",1899,535,143
32757,"[90, 832, 183, 179]",21025,541,142
31140,"[684, 274, 180, 173]",21025,542,144
55552,"[78, 176, 248, 224]",44198,532,142
62068,"[646, 861, 263, 236]",44198,534,144
58016,"[91, 186, 259, 224]",44198,533,143
52650,"[593, 156, 234, 225]",16547,539,142
58072,"[122, 868, 244, 238]",16547,538,144
53788,"[622, 162, 238, 226]",16547,540,143
150696,"[102, 6, 312, 483]",22626,4628,1213
157760,"[519, 712, 320, 493]",22626,4627,1215
154500,"[109, 29, 309, 500]",22626,4626,1214
95800,"[664, 64, 200, 479]",2482,4629,1213
102828,"[69, 662, 209, 492]",2482,4630,1215
114426,"[594, 680, 234, 489]",5885,4620,1213
113490,"[117, 79, 234, 485]",5885,4622,1215
61997,"[549, 183, 247, 251]",25437,4623,1215
70490,"[128, 850, 265, 266]",25437,4625,1214
83990,"[537, 762, 370, 227]",33008,1190,318
80726,"[78, 266, 362, 223]",33008,1191,317
76220,"[565, 813, 370, 206]",33008,1189,316
39788,"[111, 225, 203, 196]",3543,1188,318
45154,"[659, 833, 214, 211]",3543,1186,317
42000,"[125, 235, 210, 200]",3543,1187,316
46842,"[604, 194, 222, 211]",10220,1183,318
52664,"[123, 843, 232, 227]",10220,1184,317
54984,"[135, 748, 237, 232]",16547,1182,318
54264,"[166, 791, 238, 228]",16547,1180,316
34780,"[325, 155, 185, 188]",3350,5338,1403
37248,"[423, 885, 194, 192]",3350,5337,1402
159185,"[78, 634, 403, 395]",33879,5344,1403
149669,"[118, 739, 397, 377]",33879,5345,1404
52899,"[630, 672, 231, 229]",20237,5341,1403
50838,"[84, 335, 229, 222]",20237,5340,1402
49940,"[669, 763, 227, 220]",20237,5342,1404
36100,"[644, 845, 190, 190]",1899,568,151
41580,"[610, 845, 210, 198]",33207,571,153
43442,"[583, 813, 214, 203]",33207,573,152
89816,"[75, 843, 412, 218]",29450,576,153
89980,"[511, 243, 409, 220]",29450,575,151
52200,"[621, 206, 232, 225]",16547,566,152
132275,"[580, 640, 275, 481]",27925,5385,1416
132683,"[553, 600, 277, 479]",27925,5384,1414
120600,"[152, 178, 268, 450]",27925,5386,1415
42016,"[124, 202, 208, 202]",3543,5380,1416
40596,"[109, 194, 204, 199]",3543,5378,1414
46438,"[660, 864, 217, 214]",3543,5379,1415
47304,"[629, 198, 219, 216]",10220,5383,1416
45787,"[602, 194, 217, 211]",10220,5382,1414
52206,"[128, 845, 231, 226]",10220,5381,1415
55209,"[91, 817, 239, 231]",16547,5388,1416
51968,"[667, 259, 232, 224]",16547,5387,1415
213030,"[565, 675, 405, 526]",31884,3294,870
202400,"[18, 37, 400, 506]",31884,3295,869
209990,"[33, 59, 415, 506]",31884,3296,868
37828,"[143, 845, 196, 193]",16231,3293,870
34038,"[621, 223, 186, 183]",16231,3292,869
34944,"[648, 230, 192, 182]",16231,3291,868
47850,"[133, 289, 275, 174]",3482,3302,870
50400,"[558, 811, 288, 175]",3482,3300,869
47094,"[587, 846, 282, 167]",3482,3301,868
81840,"[52, 857, 372, 220]",25468,1907,504
158760,"[39, 95, 392, 405]",30307,1901,503
175557,"[546, 729, 421, 417]",30307,1902,502
161202,"[49, 119, 401, 402]",30307,1900,504
47515,"[591, 190, 221, 215]",20237,1898,503
48614,"[619, 196, 223, 218]",20237,1899,504
54040,"[575, 812, 280, 193]",3482,1904,503
52452,"[602, 845, 279, 188]",3482,1905,504
33672,"[168, 247, 184, 183]",1899,1705,453
36099,"[643, 845, 189, 191]",1899,1707,452
32942,"[149, 241, 181, 182]",1899,1706,451
89816,"[74, 843, 412, 218]",29450,1710,453
90761,"[513, 243, 407, 223]",29450,1708,452
94976,"[33, 803, 424, 224]",29450,1709,451
56430,"[625, 813, 209, 270]",44198,1712,453
52924,"[176, 232, 202, 262]",44198,1713,452
58695,"[598, 782, 215, 273]",44198,1711,451
146952,"[542, 135, 314, 468]",16550,1704,453
138774,"[518, 121, 303, 458]",16550,1702,451
30000,"[138, 219, 200, 150]",1899,257,71
32705,"[632, 900, 211, 155]",1899,256,70
97251,"[522, 805, 421, 231]",29450,259,71
92434,"[553, 841, 409, 226]",29450,260,72
55860,"[119, 738, 196, 285]",24849,265,71
50997,"[646, 259, 191, 267]",24849,267,70
55468,"[152, 772, 196, 283]",24849,266,72
128992,"[617, 43, 278, 464]",16550,264,71
142590,"[645, 47, 294, 485]",16550,262,72
35712,"[463, 831, 186, 192]",3350,1154,307
35898,"[289, 203, 186, 193]",3350,1155,308
34410,"[331, 266, 185, 186]",3350,1156,309
82584,"[108, 319, 279, 296]",41767,1151,307
83440,"[561, 603, 280, 298]",41767,1152,308
81600,"[603, 695, 272, 300]",41767,1153,309
46872,"[618, 257, 186, 252]",36636,1148,307
47872,"[161, 801, 187, 256]",36636,1150,309
112784,"[606, 746, 266, 424]",22361,5289,1390
103530,"[598, 744, 255, 406]",22361,5291,1392
101772,"[91, 104, 257, 396]",22361,5290,1391
171216,"[108, 154, 369, 464]",22626,5299,1390
164783,"[108, 133, 367, 449]",22626,5300,1392
170376,"[468, 614, 372, 458]",22626,5298,1391
93800,"[602, 115, 200, 469]",2482,5295,1390
106301,"[602, 78, 221, 481]",2482,5296,1392
110322,"[105, 649, 227, 486]",2482,5297,1391
61992,"[524, 159, 246, 252]",25437,5293,1391
37060,"[639, 276, 218, 170]",19860,2053,541
40179,"[92, 828, 227, 177]",19860,2055,542
185370,"[582, 653, 334, 555]",31884,2048,541
34209,"[616, 173, 189, 181]",16231,2050,542
36288,"[645, 175, 192, 189]",16231,2051,543
53436,"[152, 220, 244, 219]",3482,2044,541
58624,"[602, 867, 256, 229]",3482,2046,543
45715,"[631, 806, 205, 223]",29870,2773,730
46330,"[603, 772, 205, 226]",29870,2772,731
41200,"[119, 167, 206, 200]",3543,2779,730
46224,"[669, 898, 216, 214]",3543,2778,732
42224,"[641, 142, 208, 203]",4542,2769,730
46010,"[132, 915, 215, 214]",4542,2771,732
54036,"[152, 811, 237, 228]",16547,2777,730
50838,"[606, 265, 229, 222]",16547,2776,732
54970,"[119, 770, 239, 230]",16547,2775,731
101106,"[137, 709, 246, 411]",35205,1943,516
88757,"[578, 133, 227, 391]",35205,1942,514
35000,"[179, 812, 175, 200]",27776,1948,515
37105,"[145, 776, 181, 205]",27776,1949,514
156768,"[93, 185, 426, 368]",30307,1946,515
161385,"[481, 702, 435, 371]",30307,1945,516
149344,"[76, 165, 416, 359]",30307,1947,514
56898,"[173, 277, 261, 218]",3482,1941,516
60836,"[539, 776, 268, 227]",3482,1939,514
31590,"[152, 255, 195, 162]",1899,2204,582
30807,"[134, 244, 189, 163]",1899,2203,580
35638,"[644, 854, 206, 173]",1899,2205,581
74227,"[550, 838, 373, 199]",33008,2210,582
80430,"[518, 791, 383, 210]",33008,2211,580
77648,"[87, 253, 368, 211]",33008,2209,581
55464,"[162, 815, 184, 296]",24849,2206,582
55752,"[130, 775, 184, 303]",24849,2207,580
54934,"[637, 121, 242, 227]",16547,2202,582
53118,"[610, 117, 234, 227]",16547,2200,580
58563,"[106, 907, 243, 241]",16547,2201,581
87492,"[123, 766, 317, 276]",27732,2612,689
79765,"[564, 262, 301, 265]",27732,2610,690
90160,"[86, 729, 322, 280]",27732,2611,688
49932,"[642, 189, 228, 219]",20237,2614,689
52896,"[113, 853, 232, 228]",20237,2615,690
47520,"[614, 186, 220, 216]",20237,2613,688
58025,"[608, 791, 275, 211]",3482,2616,689
54944,"[121, 306, 272, 202]",3482,2617,690
58300,"[579, 758, 275, 212]",3482,2618,688
183675,"[116, 216, 465, 395]",34596,2608,689
192918,"[412, 628, 474, 407]",34596,2609,690
209664,"[72, 61, 416, 504]",31884,1444,385
216006,"[500, 651, 417, 518]",31884,1446,387
215130,"[87, 86, 426, 505]",31884,1445,386
47700,"[62, 811, 225, 212]",27652,1453,385
43600,"[671, 255, 218, 200]",27652,1455,387
46161,"[95, 853, 223, 207]",27652,1454,386
45795,"[598, 176, 215, 213]",20237,1450,385
48608,"[623, 177, 224, 217]",20237,1452,386
50688,"[560, 812, 288, 176]",3482,1449,385
47950,"[132, 289, 274, 175]",3482,1447,387
46695,"[588, 846, 283, 165]",3482,1448,386
43560,"[672, 256, 220, 198]",27652,4813,1263
47475,"[61, 811, 225, 211]",27652,4812,1262
45747,"[95, 853, 221, 207]",27652,4811,1261
38208,"[140, 846, 199, 192]",16231,4819,1263
34221,"[621, 223, 187, 183]",16231,4817,1262
34740,"[648, 231, 193, 180]",16231,4818,1261
48125,"[133, 286, 275, 175]",3482,4814,1263
49938,"[559, 811, 287, 174]",3482,4816,1262
47595,"[585, 846, 285, 167]",3482,4815,1261
80142,"[78, 268, 361, 222]",33008,416,113
41800,"[126, 235, 209, 200]",3543,425,112
45368,"[658, 834, 214, 212]",3543,424,113
39798,"[112, 226, 201, 198]",3543,426,114
47945,"[633, 201, 223, 215]",10220,422,112
143369,"[158, 586, 307, 467]",16550,420,112
141831,"[529, 228, 309, 459]",16550,418,113
147702,"[125, 536, 309, 478]",16550,419,114
32130,"[609, 845, 210, 153]",12246,4582,1202
33384,"[582, 813, 214, 156]",12246,4581,1201
30247,"[184, 309, 203, 149]",12246,4583,1203
31504,"[137, 855, 176, 179]",21025,4576,1202
32040,"[103, 823, 178, 180]",21025,4575,1201
30621,"[676, 284, 177, 173]",21025,4577,1203
41600,"[160, 196, 208, 200]",3543,4578,1202
46221,"[623, 870, 217, 213]",3543,4580,1203
53788,"[613, 224, 238, 226]",16547,4585,1202
51744,"[586, 214, 231, 224]",16547,4586,1201
57117,"[134, 807, 241, 237]",16547,4584,1203
159456,"[556, 569, 302, 528]",12777,3248,853
155344,"[89, 108, 304, 511]",12777,3247,854
162843,"[87, 130, 309, 527]",12777,3246,855
96135,"[136, 108, 221, 435]",4377,3240,853
102604,"[588, 702, 227, 452]",4377,3241,854
94224,"[485, 151, 312, 302]",3742,3237,853
103964,"[129, 802, 329, 316]",3742,3238,854
111547,"[131, 814, 337, 331]",3742,3239,855
104370,"[100, 691, 213, 490]",2482,3244,853
97566,"[631, 31, 202, 483]",2482,3245,854
36278,"[362, 144, 187, 194]",3350,831,221
34592,"[406, 203, 184, 188]",3350,832,222
36672,"[384, 895, 191, 192]",3350,830,220
84560,"[563, 650, 280, 302]",41767,837,221
78925,"[107, 285, 275, 287]",41767,836,220
63240,"[127, 676, 255, 248]",16261,834,221
55692,"[558, 312, 238, 234]",16261,833,220
126880,"[572, 630, 260, 488]",27925,3684,972
119340,"[143, 144, 260, 459]",27925,3686,971
124185,"[601, 672, 255, 487]",27925,3685,970
28755,"[629, 892, 213, 135]",1899,3679,971
25654,"[158, 250, 202, 127]",1899,3678,970
37044,"[124, 776, 196, 189]",21770,3683,972
34200,"[642, 312, 190, 180]",21770,3682,971
36096,"[158, 811, 192, 188]",21770,3681,970
166470,"[39, 768, 358, 465]",16550,3688,971
155109,"[598, 23, 347, 447]",16550,3689,970
83538,"[50, 857, 378, 221]",25468,1397,372
85085,"[12, 812, 385, 221]",25468,1396,371
82186,"[573, 232, 377, 218]",25468,1398,370
54600,"[576, 810, 280, 195]",3482,1394,371
51490,"[126, 271, 271, 190]",3482,1395,370
187956,"[12, 143, 454, 414]",34596,1389,372
185680,"[5, 109, 440, 422]",34596,1388,371
192262,"[532, 677, 443, 434]",34596,1387,370
54273,"[546, 188, 237, 229]",16261,1392,371
60009,"[166, 832, 249, 241]",16261,1390,370
79950,"[594, 259, 325, 246]",20876,1401,375
80115,"[70, 799, 327, 245]",20876,1400,374
83385,"[39, 753, 327, 255]",20876,1399,373
199820,"[497, 745, 412, 485]",25366,1403,375
182422,"[86, 22, 394, 463]",25366,1404,373
52664,"[134, 859, 232, 227]",29666,1409,375
48174,"[625, 185, 222, 217]",29666,1408,374
47294,"[597, 182, 221, 214]",29666,1410,373
54315,"[144, 289, 213, 255]",3482,1405,375
56759,"[647, 754, 211, 269]",3482,1406,374
56368,"[622, 722, 208, 271]",3482,1407,373
33488,"[387, 231, 184, 182]",3350,2648,699
33304,"[345, 175, 181, 184]",3350,2647,698
37054,"[403, 855, 191, 194]",3350,2646,697
62832,"[614, 775, 231, 272]",38161,2645,699
67732,"[574, 679, 236, 287]",38161,2644,698
59584,"[140, 260, 224, 266]",38161,2643,697
91500,"[120, 728, 250, 366]",18356,2642,699
169089,"[104, 117, 359, 471]",6191,198,53
184680,"[471, 645, 380, 486]",6191,196,54
172536,"[101, 85, 364, 474]",6191,197,52
99693,"[656, 92, 209, 477]",2482,200,53
95274,"[667, 71, 201, 474]",2482,199,52
110649,"[112, 81, 231, 479]",5885,195,54
111294,"[600, 685, 229, 486]",5885,193,52
69165,"[134, 855, 261, 265]",25437,202,53
65025,"[131, 841, 255, 255]",25437,203,52
222288,"[478, 120, 421, 528]",16687,1840,484
100104,"[667, 631, 291, 344]",32309,1839,486
99280,"[628, 534, 292, 340]",32309,1838,485
34410,"[368, 204, 186, 185]",3350,1836,486
37442,"[419, 895, 194, 193]",3350,1834,484
35335,"[329, 145, 185, 191]",3350,1835,485
36900,"[144, 777, 180, 205]",27776,1079,286
34650,"[177, 814, 175, 198]",27776,1081,288
34300,"[640, 292, 175, 196]",27776,1080,287
162265,"[42, 132, 391, 415]",30307,1078,288
170373,"[570, 701, 399, 427]",30307,1076,287
59890,"[538, 780, 265, 226]",3482,1075,286
53325,"[577, 190, 237, 225]",16261,1070,286
61500,"[136, 833, 250, 246]",16261,1071,287
37349,"[118, 863, 221, 169]",19860,162,41
168562,"[39, 66, 311, 542]",31884,155,42
173120,"[56, 93, 320, 541]",31884,154,41
188160,"[617, 614, 336, 560]",31884,156,40
47740,"[608, 199, 220, 217]",29666,153,42
48614,"[638, 204, 223, 218]",29666,152,41
52206,"[119, 837, 231, 226]",29666,151,40
61308,"[566, 841, 262, 234]",3482,158,42
53703,"[161, 214, 243, 221]",3482,157,40
32040,"[101, 821, 178, 180]",21025,3401,895
46004,"[675, 834, 217, 212]",3543,3403,897
41400,"[110, 234, 207, 200]",3543,3402,896
47085,"[169, 275, 219, 215]",10220,3395,897
48608,"[612, 813, 224, 217]",10220,3394,896
50621,"[584, 774, 227, 223]",10220,3393,895
141940,"[560, 45, 302, 470]",16550,3398,896
135568,"[534, 42, 296, 458]",16550,3397,895
197769,"[541, 700, 429, 461]",25366,88,22
191795,"[31, 104, 431, 445]",25366,89,24
183872,"[21, 84, 416, 442]",25366,90,23
44400,"[671, 255, 222, 200]",27652,82,22
47925,"[63, 809, 225, 213]",27652,83,23
49206,"[131, 287, 278, 177]",3482,79,22
47261,"[587, 846, 283, 167]",3482,81,24
61236,"[116, 846, 252, 243]",16261,85,22
56386,"[623, 182, 242, 233]",16261,86,24
53799,"[595, 179, 237, 227]",16261,87,23
39952,"[91, 827, 227, 176]",19860,2338,618
37180,"[127, 866, 220, 169]",19860,2340,617
37449,"[639, 278, 219, 171]",19860,2339,616
33642,"[617, 174, 189, 178]",16231,2334,618
36096,"[645, 175, 192, 188]",16231,2333,617
37635,"[145, 900, 195, 193]",16231,2332,616
42188,"[150, 180, 212, 199]",28762,2336,617
59247,"[573, 839, 261, 227]",3482,2343,618
54145,"[151, 219, 245, 221]",3482,2342,616
80088,"[111, 819, 284, 282]",5093,583,156
152256,"[98, 172, 312, 488]",23222,586,156
160875,"[83, 131, 325, 495]",23222,588,154
160208,"[533, 576, 323, 496]",23222,587,155
117030,"[621, 53, 249, 470]",2482,580,154
123725,"[605, 686, 245, 505]",5885,579,156
115640,"[597, 684, 236, 490]",5885,577,154
113752,"[113, 76, 236, 482]",5885,578,155
191643,"[594, 663, 381, 509]",25366,1003,265
184300,"[18, 108, 388, 475]",25366,1002,266
178321,"[5, 88, 377, 473]",25366,1001,267
46384,"[94, 852, 223, 208]",27652,993,266
47488,"[61, 810, 224, 212]",27652,994,267
37632,"[142, 846, 196, 192]",16231,996,265
34038,"[621, 223, 186, 183]",16231,997,267
48752,"[131, 288, 277, 176]",3482,999,265
47428,"[586, 846, 284, 167]",3482,998,266
50575,"[558, 812, 289, 175]",3482,1000,267
112950,"[602, 161, 251, 450]",27925,2553,674
126616,"[135, 665, 266, 476]",27925,2555,673
28485,"[632, 895, 211, 135]",1899,2548,674
25984,"[156, 249, 203, 128]",1899,2547,673
43071,"[552, 832, 293, 147]",44198,2558,675
41756,"[579, 864, 286, 146]",44198,2557,673
52664,"[565, 135, 232, 227]",16547,2552,675
57599,"[153, 891, 241, 239]",16547,2551,674
51959,"[595, 140, 233, 223]",16547,2550,673
40096,"[86, 825, 224, 179]",19860,5674,1497
38475,"[643, 277, 225, 171]",19860,5673,1496
37910,"[118, 863, 223, 170]",19860,5672,1495
47300,"[610, 198, 220, 215]",29666,5677,1497
52664,"[118, 839, 232, 227]",29666,5676,1496
48832,"[639, 203, 224, 218]",29666,5675,1495
54366,"[159, 214, 246, 221]",3482,5679,1496
59598,"[594, 871, 258, 231]",3482,5678,1495
153415,"[61, 59, 305, 503]",34596,5681,1497
167680,"[607, 648, 320, 524]",34596,5682,1496
156354,"[76, 79, 309, 506]",34596,5683,1495
32760,"[361, 249, 182, 180]",3350,57,15
35532,"[317, 186, 189, 188]",3350,56,14
37056,"[428, 853, 193, 192]",3350,55,13
38021,"[605, 706, 197, 193]",16231,53,14
37818,"[143, 329, 198, 191]",16231,52,13
122711,"[50, 783, 443, 277]",33879,51,15
130790,"[7, 682, 451, 290]",33879,50,14
37056,"[401, 887, 192, 193]",3350,2326,613
33488,"[388, 214, 184, 182]",3350,2328,615
34398,"[348, 154, 182, 189]",3350,2327,614
35717,"[123, 308, 187, 191]",22073,2323,613
36472,"[635, 726, 188, 194]",22073,2324,614
80444,"[523, 197, 238, 338]",19231,2329,613
82836,"[210, 754, 234, 354]",19231,2331,615
34125,"[640, 292, 175, 195]",27776,1299,343
36900,"[145, 777, 180, 205]",27776,1297,345
46428,"[624, 872, 219, 212]",28762,1294,343
59007,"[565, 814, 267, 221]",3482,1292,344
58164,"[174, 272, 262, 222]",3482,1291,343
56619,"[603, 192, 243, 233]",16261,1289,344
61005,"[135, 832, 249, 245]",16261,1288,343
87216,"[123, 767, 316, 276]",27732,1633,435
159720,"[532, 693, 363, 440]",30307,1631,434
34905,"[646, 186, 195, 179]",16231,1640,435
34221,"[620, 178, 187, 183]",16231,1641,433
38025,"[144, 892, 195, 195]",16231,1639,434
57475,"[608, 792, 275, 209]",3482,1638,435
56511,"[580, 760, 273, 207]",3482,1637,433
54327,"[122, 307, 273, 199]",3482,1636,434
34040,"[382, 212, 185, 184]",3350,3671,969
34404,"[343, 155, 183, 188]",3350,3670,968
36100,"[406, 888, 190, 190]",3350,3669,967
81640,"[602, 712, 260, 314]",41767,3677,969
76960,"[127, 300, 260, 296]",41767,3675,967
51528,"[153, 785, 228, 226]",29666,3674,969
55460,"[112, 697, 236, 235]",29666,3673,968
39952,"[91, 828, 227, 176]",19860,1044,279
152781,"[67, 76, 381, 401]",30307,1048,279
160785,"[80, 97, 397, 405]",30307,1047,277
40248,"[593, 192, 258, 156]",36636,1039,279
45540,"[96, 909, 276, 165]",36636,1038,278
59800,"[573, 838, 260, 230]",3482,1042,279
59540,"[600, 869, 260, 229]",3482,1040,277
55081,"[151, 219, 247, 223]",3482,1041,278
125244,"[128, 751, 284, 441]",29344,1067,285
112066,"[585, 132, 274, 409]",29344,1069,284
130232,"[91, 708, 292, 446]",29344,1068,283
26000,"[178, 269, 130, 200]",1899,1060,285
27324,"[687, 807, 132, 207]",1899,1059,284
25125,"[161, 258, 125, 201]",1899,1058,283
42824,"[683, 835, 212, 202]",33207,1062,285
39984,"[113, 273, 204, 196]",33207,1061,284
44485,"[655, 804, 217, 205]",33207,1063,283
145820,"[576, 189, 317, 460]",16550,1065,285
155176,"[92, 594, 326, 476]",16550,1064,284
140740,"[549, 171, 310, 454]",16550,1066,283
85085,"[12, 811, 385, 221]",25468,3621,953
168990,"[560, 647, 393, 430]",30307,3615,952
166992,"[59, 179, 392, 426]",30307,3617,954
157920,"[47, 158, 376, 420]",30307,3616,953
52224,"[126, 270, 272, 192]",3482,3618,952
57072,"[572, 194, 246, 232]",16261,3614,954
54036,"[547, 190, 237, 228]",16261,3613,953
80373,"[158, 666, 219, 367]",6562,2481,657
72080,"[589, 237, 212, 340]",6562,2482,655
76755,"[190, 709, 215, 357]",6562,2483,656
40803,"[134, 183, 203, 201]",3543,2486,657
