area,iscrowd,bbox,category_id,ignore,segmentation,id,image_id,file_name,width,height,imgfile,drug_N,drug_S,back_color,drug_dir,light_color,camera_la,camera_lo,size,dl_mapping_code,dl_name,dl_name_en,img_key,dl_material,dl_material_en,dl_custom_shape,dl_company,dl_company_en,di_company_mf,di_company_mf_en,item_seq,di_item_permit_date,di_class_no,di_etc_otc_code,di_edi_code,chart,drug_shape,thick,leng_long,leng_short,print_front,print_back,color_class1,color_class2,line_front,line_back,img_regist_ts,form_code_name,mark_code_front_anal,mark_code_back_anal,mark_code_front_img,mark_code_back_img,mark_code_front,mark_code_back,change_date
28770,0,"[609, 899, 210, 137]",1899,0,[],2166,573,K-001900-016551-021026-024850_0_2_0_2_90_000_200.png,976,1280,K-001900-016551-021026-024850_0_2_0_2_90_000_200.png,K-001900,정상알약,연회색 배경,앞면,주백색,90,0,200,K-001900,보령부스파정 5mg,Buspar Tab. 5mg Boryung,http://connectdi.com/design/img/drug/1Mxwka5v0lL.jpg,부스피론염산염,Buspirone Hydrochloride,"정제, 저작정",보령제약(주),Boryung,,,198700706,19870323,[01170]정신신경용제,전문의약품,"641901280,A09302381",이약은 양면볼록한 장방형의 흰색정제이다,장방형,2.5,8.0,4.5,BSP,5,하양,,,,20070910,나정,,,,,,,20160825
28078,0,"[189, 273, 202, 139]",1899,0,[],2165,572,K-001900-016551-021026-024850_0_2_0_2_70_000_200.png,976,1280,K-001900-016551-021026-024850_0_2_0_2_70_000_200.png,K-001900,정상알약,연회색 배경,앞면,주백색,70,0,200,K-001900,보령부스파정 5mg,Buspar Tab. 5mg Boryung,http://connectdi.com/design/img/drug/1Mxwka5v0lL.jpg,부스피론염산염,Buspirone Hydrochloride,"정제, 저작정",보령제약(주),Boryung,,,198700706,19870323,[01170]정신신경용제,전문의약품,"641901280,A09302381",이약은 양면볼록한 장방형의 흰색정제이다,장방형,2.5,8.0,4.5,BSP,5,하양,,,,20070910,나정,,,,,,,20160825
30621,0,"[685, 275, 177, 173]",21025,0,[],2171,572,K-001900-016551-021026-024850_0_2_0_2_70_000_200.png,976,1280,K-001900-016551-021026-024850_0_2_0_2_70_000_200.png,K-021026,정상알약,연회색 배경,앞면,주백색,70,0,200,K-021026,펠루비정(펠루비프로펜),Pelubi Tab.,http://connectdi.com/design/img/drug/147427824984200145.jpg,펠루비프로펜,Pelubiprofen,"정제, 저작정",대원제약(주),Daewon Pharmaceutical,,,200704590,20070420,[01140]해열.진통.소염제,전문의약품,"671803380,A12804731",담황색 원형정제,원형,2.2,7.0,7.0,마크,PE,노랑,,,,20081002,나정,"P,SP,d,dS",,http://connectdi.com/design/img/drug/147938657883200171.jpg,,,,20200130
51985,0,"[118, 140, 185, 281]",24849,0,[],2174,571,K-001900-016551-021026-024850_0_2_0_2_75_000_200.png,976,1280,K-001900-016551-021026-024850_0_2_0_2_75_000_200.png,K-024850,정상알약,연회색 배경,앞면,주백색,75,0,200,K-024850,놀텍정 10mg,Noltec Tab. ,http://connectdi.com/design/img/drug/151706776344700001.jpg,일라프라졸,Ilaprazole,장용정제,일양약품(주),Ilyang Pharmaceutical,일양바이오팜(주),Ilyang Bio Pharm,200810688,20081028,[02320]소화성궤양용제,전문의약품,"641702920,A09506451",주황색의 타원형 장용성 필름코팅정제,타원형,4.28,11.4,5.8,Noltec 10,,주황,,,,20090616,장용성필름코팅정,,,,,,,20190912
145237,0,"[568, 62, 311, 467]",16550,0,[],2169,573,K-001900-016551-021026-024850_0_2_0_2_90_000_200.png,976,1280,K-001900-016551-021026-024850_0_2_0_2_90_000_200.png,K-016551,정상알약,연회색 배경,앞면,주백색,90,0,200,K-016551,동아가바펜틴정 800mg,Gabapentin Tab. 800mg Dong-A,http://connectdi.com/design/img/drug/152484364307100015.jpg,가바펜틴,Gabapentin,"정제, 저작정",동아에스티(주),Dong-A St,고려제약(주),Korean Drug,200500254,20051012,[01130]항전간제,전문의약품,"642500340,A01508511",흰색의 타원형 필름코팅정제,타원형,5.6,19.15,9.55,DGTH,800,하양,,,,20070412,필름코팅정,,,,,,,20190124
40762,0,"[90, 827, 229, 178]",19860,0,[],2245,590,K-003483-016262-019861-025367_0_2_0_2_75_000_200.png,976,1280,K-003483-016262-019861-025367_0_2_0_2_75_000_200.png,K-019861,정상알약,연회색 배경,앞면,주백색,75,0,200,K-019861,노바스크정 5mg,Norvasc Tab. 5mg,http://connectdi.com/design/img/drug/153002764366400073.jpg,암로디핀베실산염,Amlodipine Besylate,"정제, 저작정",한국화이자제약(주),Pfizer Korea,,,200610660,20060906,[02140]혈압강하제,전문의약품,"648900030,E01890381",흰색의 팔각형 정제,팔각형,3.2,8.6,6.2,마크,NV분할선5,하양,,,-,20041222,나정,pfizer,,http://connectdi.com/design/img/drug/147938657883200003.jpg,,,,20200804
37449,0,"[638, 277, 219, 171]",19860,0,[],2247,591,K-003483-016262-019861-025367_0_2_0_2_70_000_200.png,976,1280,K-003483-016262-019861-025367_0_2_0_2_70_000_200.png,K-019861,정상알약,연회색 배경,앞면,주백색,70,0,200,K-019861,노바스크정 5mg,Norvasc Tab. 5mg,http://connectdi.com/design/img/drug/153002764366400073.jpg,암로디핀베실산염,Amlodipine Besylate,"정제, 저작정",한국화이자제약(주),Pfizer Korea,,,200610660,20060906,[02140]혈압강하제,전문의약품,"648900030,E01890381",흰색의 팔각형 정제,팔각형,3.2,8.6,6.2,마크,NV분할선5,하양,,,-,20041222,나정,pfizer,,http://connectdi.com/design/img/drug/147938657883200003.jpg,,,,20200804
37740,0,"[126, 864, 222, 170]",19860,0,[],2246,589,K-003483-016262-019861-025367_0_2_0_2_90_000_200.png,976,1280,K-003483-016262-019861-025367_0_2_0_2_90_000_200.png,K-019861,정상알약,연회색 배경,앞면,주백색,90,0,200,K-019861,노바스크정 5mg,Norvasc Tab. 5mg,http://connectdi.com/design/img/drug/153002764366400073.jpg,암로디핀베실산염,Amlodipine Besylate,"정제, 저작정",한국화이자제약(주),Pfizer Korea,,,200610660,20060906,[02140]혈압강하제,전문의약품,"648900030,E01890381",흰색의 팔각형 정제,팔각형,3.2,8.6,6.2,마크,NV분할선5,하양,,,-,20041222,나정,pfizer,,http://connectdi.com/design/img/drug/147938657883200003.jpg,,,,20200804
163480,0,"[11, 94, 335, 488]",25366,0,[],2242,590,K-003483-016262-019861-025367_0_2_0_2_75_000_200.png,976,1280,K-003483-016262-019861-025367_0_2_0_2_75_000_200.png,K-025367,정상알약,연회색 배경,앞면,주백색,75,0,200,K-025367,자누메트정 50/850mg,JANUMET TAB 50/850,http://connectdi.com/design/img/drug/1NOwp2F6LFI.jpg,시타글립틴인산염수화물|메트포르민염산염,Metformin Hydrochloride| Sitagliptin Phosphate Hydrate,"정제, 저작정",한국엠에스디(주),Msd Korea,,,200901817,20090310,[03960]당뇨병용제,전문의약품,"655500760,E09060771",분홍색으로 한면에 515가 새겨진 타원형의 필름코팅정,타원형,7.0,20.53,10.08,515,,분홍,,,,20090617,필름코팅정,,,,,,,20181112
177132,0,"[627, 647, 348, 509]",25366,0,[],2243,591,K-003483-016262-019861-025367_0_2_0_2_70_000_200.png,976,1280,K-003483-016262-019861-025367_0_2_0_2_70_000_200.png,K-025367,정상알약,연회색 배경,앞면,주백색,70,0,200,K-025367,자누메트정 50/850mg,JANUMET TAB 50/850,http://connectdi.com/design/img/drug/1NOwp2F6LFI.jpg,시타글립틴인산염수화물|메트포르민염산염,Metformin Hydrochloride| Sitagliptin Phosphate Hydrate,"정제, 저작정",한국엠에스디(주),Msd Korea,,,200901817,20090310,[03960]당뇨병용제,전문의약품,"655500760,E09060771",분홍색으로 한면에 515가 새겨진 타원형의 필름코팅정,타원형,7.0,20.53,10.08,515,,분홍,,,,20090617,필름코팅정,,,,,,,20181112
170724,0,"[27, 115, 347, 492]",25366,0,[],2244,589,K-003483-016262-019861-025367_0_2_0_2_90_000_200.png,976,1280,K-003483-016262-019861-025367_0_2_0_2_90_000_200.png,K-025367,정상알약,연회색 배경,앞면,주백색,90,0,200,K-025367,자누메트정 50/850mg,JANUMET TAB 50/850,http://connectdi.com/design/img/drug/1NOwp2F6LFI.jpg,시타글립틴인산염수화물|메트포르민염산염,Metformin Hydrochloride| Sitagliptin Phosphate Hydrate,"정제, 저작정",한국엠에스디(주),Msd Korea,,,200901817,20090310,[03960]당뇨병용제,전문의약품,"655500760,E09060771",분홍색으로 한면에 515가 새겨진 타원형의 필름코팅정,타원형,7.0,20.53,10.08,515,,분홍,,,,20090617,필름코팅정,,,,,,,20181112
59964,0,"[572, 839, 263, 228]",3482,0,[],2237,590,K-003483-016262-019861-025367_0_2_0_2_75_000_200.png,976,1280,K-003483-016262-019861-025367_0_2_0_2_75_000_200.png,K-003483,정상알약,연회색 배경,앞면,주백색,75,0,200,K-003483,기넥신에프정(은행엽엑스)(수출용),Ginexin-F Tab.,http://connectdi.com/design/img/drug/148609543321800170.jpg,은행엽건조엑스,Ginkgo Leaf Ext.,"정제, 저작정",에스케이케미칼(주),Sk Chemicals,,,199102014,19910906,[02190]기타의 순환계용약,일반의약품,"644700130,A18901361",진녹색의 타원형 필름 코팅정,장방형,3.9,11.1,6.1,SK,G40,초록,,,,20041222,필름코팅정,,,,,,,20200723
53900,0,"[152, 219, 245, 220]",3482,0,[],2238,591,K-003483-016262-019861-025367_0_2_0_2_70_000_200.png,976,1280,K-003483-016262-019861-025367_0_2_0_2_70_000_200.png,K-003483,정상알약,연회색 배경,앞면,주백색,70,0,200,K-003483,기넥신에프정(은행엽엑스)(수출용),Ginexin-F Tab.,http://connectdi.com/design/img/drug/148609543321800170.jpg,은행엽건조엑스,Ginkgo Leaf Ext.,"정제, 저작정",에스케이케미칼(주),Sk Chemicals,,,199102014,19910906,[02190]기타의 순환계용약,일반의약품,"644700130,A18901361",진녹색의 타원형 필름 코팅정,장방형,3.9,11.1,6.1,SK,G40,초록,,,,20041222,필름코팅정,,,,,,,20200723
54934,0,"[608, 174, 242, 227]",16261,0,[],2241,590,K-003483-016262-019861-025367_0_2_0_2_75_000_200.png,976,1280,K-003483-016262-019861-025367_0_2_0_2_75_000_200.png,K-016262,정상알약,연회색 배경,앞면,주백색,75,0,200,K-016262,크레스토정 20mg,Crestor Tab. 20mg,http://connectdi.com/design/img/drug/151317963768200047.jpg,로수바스타틴칼슘,Rosuvastatin Calcium,"정제, 저작정",한국아스트라제네카(주),Astrazeneca Korea,,,200410326,20040831,[02180]동맥경화용제,전문의약품,"650700530,E06610651",분홍색 원형 필름코팅정,원형,4.5,9.2,9.2,ZD452220,,분홍,,,,20041222,필름코팅정,,,,,,,20201119
58266,0,"[636, 175, 249, 234]",16261,0,[],2239,589,K-003483-016262-019861-025367_0_2_0_2_90_000_200.png,976,1280,K-003483-016262-019861-025367_0_2_0_2_90_000_200.png,K-016262,정상알약,연회색 배경,앞면,주백색,90,0,200,K-016262,크레스토정 20mg,Crestor Tab. 20mg,http://connectdi.com/design/img/drug/151317963768200047.jpg,로수바스타틴칼슘,Rosuvastatin Calcium,"정제, 저작정",한국아스트라제네카(주),Astrazeneca Korea,,,200410326,20040831,[02180]동맥경화용제,전문의약품,"650700530,E06610651",분홍색 원형 필름코팅정,원형,4.5,9.2,9.2,ZD452220,,분홍,,,,20041222,필름코팅정,,,,,,,20201119
108800,0,"[126, 733, 272, 400]",35205,0,[],3919,1032,K-003483-027733-034597-035206_0_2_0_2_70_000_200.png,976,1280,K-003483-027733-034597-035206_0_2_0_2_70_000_200.png,K-035206,정상알약,연회색 배경,앞면,주백색,70,0,200,K-035206,아토젯정 10/40mg,Atozet Tab. 10/40mg,http://connectdi.com/design/img/drug/1NVzhGcz6U5.jpg,에제티미브|아토르바스타틴칼슘삼수화물,Atorvastatin Calcium Trihydrate| Ezetimibe,"정제, 저작정",한국엠에스디(주),Msd Korea,,,201500365,20150123,[02180]동맥경화용제,전문의약품,655501870,백색 내지 미백색의 한 면에 337이 새겨진 양면이 볼록한 캡슐모양의 필름코팅정,타원형,7.0,17.0,7.0,337,,하양,,,,20150226,필름코팅정,,,,,,,20190805
94878,0,"[567, 120, 251, 378]",35205,0,[],3918,1030,K-003483-027733-034597-035206_0_2_0_2_75_000_200.png,976,1280,K-003483-027733-034597-035206_0_2_0_2_75_000_200.png,K-035206,정상알약,연회색 배경,앞면,주백색,75,0,200,K-035206,아토젯정 10/40mg,Atozet Tab. 10/40mg,http://connectdi.com/design/img/drug/1NVzhGcz6U5.jpg,에제티미브|아토르바스타틴칼슘삼수화물,Atorvastatin Calcium Trihydrate| Ezetimibe,"정제, 저작정",한국엠에스디(주),Msd Korea,,,201500365,20150123,[02180]동맥경화용제,전문의약품,655501870,백색 내지 미백색의 한 면에 337이 새겨진 양면이 볼록한 캡슐모양의 필름코팅정,타원형,7.0,17.0,7.0,337,,하양,,,,20150226,필름코팅정,,,,,,,20190805
101400,0,"[597, 127, 260, 390]",35205,0,[],3920,1031,K-003483-027733-034597-035206_0_2_0_2_90_000_200.png,976,1280,K-003483-027733-034597-035206_0_2_0_2_90_000_200.png,K-035206,정상알약,연회색 배경,앞면,주백색,90,0,200,K-035206,아토젯정 10/40mg,Atozet Tab. 10/40mg,http://connectdi.com/design/img/drug/1NVzhGcz6U5.jpg,에제티미브|아토르바스타틴칼슘삼수화물,Atorvastatin Calcium Trihydrate| Ezetimibe,"정제, 저작정",한국엠에스디(주),Msd Korea,,,201500365,20150123,[02180]동맥경화용제,전문의약품,655501870,백색 내지 미백색의 한 면에 337이 새겨진 양면이 볼록한 캡슐모양의 필름코팅정,타원형,7.0,17.0,7.0,337,,하양,,,,20150226,필름코팅정,,,,,,,20190805
80332,0,"[564, 262, 302, 266]",27732,0,[],3911,1032,K-003483-027733-034597-035206_0_2_0_2_70_000_200.png,976,1280,K-003483-027733-034597-035206_0_2_0_2_70_000_200.png,K-027733,정상알약,연회색 배경,앞면,주백색,70,0,200,K-027733,트윈스타정 40/5mg,Twynsta Tab. 40/5mg,http://connectdi.com/design/img/drug/1MnfO1MVz0w.jpg,텔미사르탄|암로디핀베실산염,Amlodipine Besylate| Telmisartan　,"정제, 저작정",한국베링거인겔하임(주),Boehringer Ingelheim Korea,,,201005081,20100819,[02140]혈압강하제,전문의약품,653501270,흰색과 연한 파란색의 양면이 볼록한 타원형 이중정이다.,타원형,5.0,14.0,6.8,마크 A1,,하양,파랑,,,20101027,다층정,"집,화살,교회",,http://connectdi.com/design/img/drug/147938647484100129.jpg,,,,20200304
89320,0,"[88, 728, 319, 280]",27732,0,[],3909,1030,K-003483-027733-034597-035206_0_2_0_2_75_000_200.png,976,1280,K-003483-027733-034597-035206_0_2_0_2_75_000_200.png,K-027733,정상알약,연회색 배경,앞면,주백색,75,0,200,K-027733,트윈스타정 40/5mg,Twynsta Tab. 40/5mg,http://connectdi.com/design/img/drug/1MnfO1MVz0w.jpg,텔미사르탄|암로디핀베실산염,Amlodipine Besylate| Telmisartan　,"정제, 저작정",한국베링거인겔하임(주),Boehringer Ingelheim Korea,,,201005081,20100819,[02140]혈압강하제,전문의약품,653501270,흰색과 연한 파란색의 양면이 볼록한 타원형 이중정이다.,타원형,5.0,14.0,6.8,마크 A1,,하양,파랑,,,20101027,다층정,"집,화살,교회",,http://connectdi.com/design/img/drug/147938647484100129.jpg,,,,20200304
87848,0,"[124, 765, 316, 278]",27732,0,[],3910,1031,K-003483-027733-034597-035206_0_2_0_2_90_000_200.png,976,1280,K-003483-027733-034597-035206_0_2_0_2_90_000_200.png,K-027733,정상알약,연회색 배경,앞면,주백색,90,0,200,K-027733,트윈스타정 40/5mg,Twynsta Tab. 40/5mg,http://connectdi.com/design/img/drug/1MnfO1MVz0w.jpg,텔미사르탄|암로디핀베실산염,Amlodipine Besylate| Telmisartan　,"정제, 저작정",한국베링거인겔하임(주),Boehringer Ingelheim Korea,,,201005081,20100819,[02140]혈압강하제,전문의약품,653501270,흰색과 연한 파란색의 양면이 볼록한 타원형 이중정이다.,타원형,5.0,14.0,6.8,마크 A1,,하양,파랑,,,20101027,다층정,"집,화살,교회",,http://connectdi.com/design/img/drug/147938647484100129.jpg,,,,20200304
53929,0,"[122, 307, 271, 199]",3482,0,[],3915,1032,K-003483-027733-034597-035206_0_2_0_2_70_000_200.png,976,1280,K-003483-027733-034597-035206_0_2_0_2_70_000_200.png,K-003483,정상알약,연회색 배경,앞면,주백색,70,0,200,K-003483,기넥신에프정(은행엽엑스)(수출용),Ginexin-F Tab.,http://connectdi.com/design/img/drug/148609543321800170.jpg,은행엽건조엑스,Ginkgo Leaf Ext.,"정제, 저작정",에스케이케미칼(주),Sk Chemicals,,,199102014,19910906,[02190]기타의 순환계용약,일반의약품,"644700130,A18901361",진녹색의 타원형 필름 코팅정,장방형,3.9,11.1,6.1,SK,G40,초록,,,,20041222,필름코팅정,,,,,,,20200723
57475,0,"[580, 759, 275, 209]",3482,0,[],3917,1030,K-003483-027733-034597-035206_0_2_0_2_75_000_200.png,976,1280,K-003483-027733-034597-035206_0_2_0_2_75_000_200.png,K-003483,정상알약,연회색 배경,앞면,주백색,75,0,200,K-003483,기넥신에프정(은행엽엑스)(수출용),Ginexin-F Tab.,http://connectdi.com/design/img/drug/148609543321800170.jpg,은행엽건조엑스,Ginkgo Leaf Ext.,"정제, 저작정",에스케이케미칼(주),Sk Chemicals,,,199102014,19910906,[02190]기타의 순환계용약,일반의약품,"644700130,A18901361",진녹색의 타원형 필름 코팅정,장방형,3.9,11.1,6.1,SK,G40,초록,,,,20041222,필름코팅정,,,,,,,20200723
57540,0,"[610, 791, 274, 210]",3482,0,[],3916,1031,K-003483-027733-034597-035206_0_2_0_2_90_000_200.png,976,1280,K-003483-027733-034597-035206_0_2_0_2_90_000_200.png,K-003483,정상알약,연회색 배경,앞면,주백색,90,0,200,K-003483,기넥신에프정(은행엽엑스)(수출용),Ginexin-F Tab.,http://connectdi.com/design/img/drug/148609543321800170.jpg,은행엽건조엑스,Ginkgo Leaf Ext.,"정제, 저작정",에스케이케미칼(주),Sk Chemicals,,,199102014,19910906,[02190]기타의 순환계용약,일반의약품,"644700130,A18901361",진녹색의 타원형 필름 코팅정,장방형,3.9,11.1,6.1,SK,G40,초록,,,,20041222,필름코팅정,,,,,,,20200723
199704,0,"[479, 654, 471, 424]",34596,0,[],3913,1032,K-003483-027733-034597-035206_0_2_0_2_70_000_200.png,976,1280,K-003483-027733-034597-035206_0_2_0_2_70_000_200.png,K-034597,정상알약,연회색 배경,앞면,주백색,70,0,200,K-034597,제미메트서방정 50/1000mg,Zemimet SR Tab. 50/1000mg,http://connectdi.com/design/img/drug/147426964205900067.jpg,제미글립틴타르타르산염1.5수화물|메트포르민염산염,Gemigliptin Tartrate Sesquihydrate| Metformin Hydrochloride,서방형정제,(주)엘지화학,Lg Chem,,,201405223,20141107,[03960]당뇨병용제,전문의약품,668902910,갈색 장방형의 필름코팅정,장방형,8.25,19.81,10.07,마크,5010,분홍,,,,20160224,서방성필름코팅정,"LG~,LG",,http://connectdi.com/design/img/drug/147938661567700181.jpg,,,,20210513
182000,0,"[60, 181, 455, 400]",34596,0,[],3912,1031,K-003483-027733-034597-035206_0_2_0_2_90_000_200.png,976,1280,K-003483-027733-034597-035206_0_2_0_2_90_000_200.png,K-034597,정상알약,연회색 배경,앞면,주백색,90,0,200,K-034597,제미메트서방정 50/1000mg,Zemimet SR Tab. 50/1000mg,http://connectdi.com/design/img/drug/147426964205900067.jpg,제미글립틴타르타르산염1.5수화물|메트포르민염산염,Gemigliptin Tartrate Sesquihydrate| Metformin Hydrochloride,서방형정제,(주)엘지화학,Lg Chem,,,201405223,20141107,[03960]당뇨병용제,전문의약품,668902910,갈색 장방형의 필름코팅정,장방형,8.25,19.81,10.07,마크,5010,분홍,,,,20160224,서방성필름코팅정,"LG~,LG",,http://connectdi.com/design/img/drug/147938661567700181.jpg,,,,20210513
80066,0,"[565, 262, 301, 266]",27732,0,[],3491,919,K-003483-027733-030308-036637_0_2_0_2_70_000_200.png,976,1280,K-003483-027733-030308-036637_0_2_0_2_70_000_200.png,K-027733,정상알약,연회색 배경,앞면,주백색,70,0,200,K-027733,트윈스타정 40/5mg,Twynsta Tab. 40/5mg,http://connectdi.com/design/img/drug/1MnfO1MVz0w.jpg,텔미사르탄|암로디핀베실산염,Amlodipine Besylate| Telmisartan　,"정제, 저작정",한국베링거인겔하임(주),Boehringer Ingelheim Korea,,,201005081,20100819,[02140]혈압강하제,전문의약품,653501270,흰색과 연한 파란색의 양면이 볼록한 타원형 이중정이다.,타원형,5.0,14.0,6.8,마크 A1,,하양,파랑,,,20101027,다층정,"집,화살,교회",,http://connectdi.com/design/img/drug/147938647484100129.jpg,,,,20200304
90240,0,"[88, 727, 320, 282]",27732,0,[],3489,920,K-003483-027733-030308-036637_0_2_0_2_75_000_200.png,976,1280,K-003483-027733-030308-036637_0_2_0_2_75_000_200.png,K-027733,정상알약,연회색 배경,앞면,주백색,75,0,200,K-027733,트윈스타정 40/5mg,Twynsta Tab. 40/5mg,http://connectdi.com/design/img/drug/1MnfO1MVz0w.jpg,텔미사르탄|암로디핀베실산염,Amlodipine Besylate| Telmisartan　,"정제, 저작정",한국베링거인겔하임(주),Boehringer Ingelheim Korea,,,201005081,20100819,[02140]혈압강하제,전문의약품,653501270,흰색과 연한 파란색의 양면이 볼록한 타원형 이중정이다.,타원형,5.0,14.0,6.8,마크 A1,,하양,파랑,,,20101027,다층정,"집,화살,교회",,http://connectdi.com/design/img/drug/147938647484100129.jpg,,,,20200304
86625,0,"[125, 77, 315, 275]",27732,0,[],3490,921,K-003483-027733-030308-036637_0_2_0_2_90_000_200.png,976,1280,K-003483-027733-030308-036637_0_2_0_2_90_000_200.png,K-027733,정상알약,연회색 배경,앞면,주백색,90,0,200,K-027733,트윈스타정 40/5mg,Twynsta Tab. 40/5mg,http://connectdi.com/design/img/drug/1MnfO1MVz0w.jpg,텔미사르탄|암로디핀베실산염,Amlodipine Besylate| Telmisartan　,"정제, 저작정",한국베링거인겔하임(주),Boehringer Ingelheim Korea,,,201005081,20100819,[02140]혈압강하제,전문의약품,653501270,흰색과 연한 파란색의 양면이 볼록한 타원형 이중정이다.,타원형,5.0,14.0,6.8,마크 A1,,하양,파랑,,,20101027,다층정,"집,화살,교회",,http://connectdi.com/design/img/drug/147938647484100129.jpg,,,,20200304
163240,0,"[495, 678, 371, 440]",30307,0,[],3487,919,K-003483-027733-030308-036637_0_2_0_2_70_000_200.png,976,1280,K-003483-027733-030308-036637_0_2_0_2_70_000_200.png,K-030308,정상알약,연회색 배경,앞면,주백색,70,0,200,K-030308,트라젠타듀오정 2.5/850mg,Trajenta-duo Tab. 2.5/850mg,http://connectdi.com/design/img/drug/147426633330100199.jpg,리나글립틴|메트포르민염산염,Linagliptin| Metformin Hydrochloride,"정제, 저작정",한국베링거인겔하임(주),Boehringer Ingelheim Korea,"Boehringer Ingelheim, Pharrma GmbH & Co.KG, Boehringer Ingelheim  Promeco S.A. de C.V., Boehringer Ingelheim Ellas A.E.",,201208291,20121115,[03960]당뇨병용제,전문의약품,653501400,밝은 오렌지색의 양면이 볼록한 타원형 필름코팅정제,타원형,7.0,19.0,9.0,마크,D2/850,주황,,,,20121225,필름코팅정,"집,화살,교회",,http://connectdi.com/design/img/drug/147938647484100129.jpg,,,,20210322
160515,0,"[144, 140, 369, 435]",30307,0,[],3488,921,K-003483-027733-030308-036637_0_2_0_2_90_000_200.png,976,1280,K-003483-027733-030308-036637_0_2_0_2_90_000_200.png,K-030308,정상알약,연회색 배경,앞면,주백색,90,0,200,K-030308,트라젠타듀오정 2.5/850mg,Trajenta-duo Tab. 2.5/850mg,http://connectdi.com/design/img/drug/147426633330100199.jpg,리나글립틴|메트포르민염산염,Linagliptin| Metformin Hydrochloride,"정제, 저작정",한국베링거인겔하임(주),Boehringer Ingelheim Korea,"Boehringer Ingelheim, Pharrma GmbH & Co.KG, Boehringer Ingelheim  Promeco S.A. de C.V., Boehringer Ingelheim Ellas A.E.",,201208291,20121115,[03960]당뇨병용제,전문의약품,653501400,밝은 오렌지색의 양면이 볼록한 타원형 필름코팅정제,타원형,7.0,19.0,9.0,마크,D2/850,주황,,,,20121225,필름코팅정,"집,화살,교회",,http://connectdi.com/design/img/drug/147938647484100129.jpg,,,,20210322
41832,0,"[593, 204, 249, 168]",36636,0,[],3484,920,K-003483-027733-030308-036637_0_2_0_2_75_000_200.png,976,1280,K-003483-027733-030308-036637_0_2_0_2_75_000_200.png,K-036637,정상알약,연회색 배경,앞면,주백색,75,0,200,K-036637,로수젯정10/5밀리그램,Rosuzet Tab. 10/5mg,http://connectdi.com/design/img/drug/147427082737900159.jpg,로수바스타틴칼슘|에제티미브,Ezetimibe| Rosuvastatin Calcium,"정제, 저작정",한미약품(주),Hanmi Pharm,,,201503658,20150608,[02180]동맥경화용제,전문의약품,643507280,이 약은 연한 노란색의 장방형 필름코팅정제이다.,타원형,4.02,11.0,6.0,R5,분할선,노랑,,,-,20150728,필름코팅정,,,,,,,20190805
44370,0,"[620, 207, 261, 170]",36636,0,[],3485,921,K-003483-027733-030308-036637_0_2_0_2_90_000_200.png,976,1280,K-003483-027733-030308-036637_0_2_0_2_90_000_200.png,K-036637,정상알약,연회색 배경,앞면,주백색,90,0,200,K-036637,로수젯정10/5밀리그램,Rosuzet Tab. 10/5mg,http://connectdi.com/design/img/drug/147427082737900159.jpg,로수바스타틴칼슘|에제티미브,Ezetimibe| Rosuvastatin Calcium,"정제, 저작정",한미약품(주),Hanmi Pharm,,,201503658,20150608,[02180]동맥경화용제,전문의약품,643507280,이 약은 연한 노란색의 장방형 필름코팅정제이다.,타원형,4.02,11.0,6.0,R5,분할선,노랑,,,-,20150728,필름코팅정,,,,,,,20190805
54200,0,"[123, 309, 271, 200]",3482,0,[],3493,919,K-003483-027733-030308-036637_0_2_0_2_70_000_200.png,976,1280,K-003483-027733-030308-036637_0_2_0_2_70_000_200.png,K-003483,정상알약,연회색 배경,앞면,주백색,70,0,200,K-003483,기넥신에프정(은행엽엑스)(수출용),Ginexin-F Tab.,http://connectdi.com/design/img/drug/148609543321800170.jpg,은행엽건조엑스,Ginkgo Leaf Ext.,"정제, 저작정",에스케이케미칼(주),Sk Chemicals,,,199102014,19910906,[02190]기타의 순환계용약,일반의약품,"644700130,A18901361",진녹색의 타원형 필름 코팅정,장방형,3.9,11.1,6.1,SK,G40,초록,,,,20041222,필름코팅정,,,,,,,20200723
57475,0,"[580, 758, 275, 209]",3482,0,[],3492,920,K-003483-027733-030308-036637_0_2_0_2_75_000_200.png,976,1280,K-003483-027733-030308-036637_0_2_0_2_75_000_200.png,K-003483,정상알약,연회색 배경,앞면,주백색,75,0,200,K-003483,기넥신에프정(은행엽엑스)(수출용),Ginexin-F Tab.,http://connectdi.com/design/img/drug/148609543321800170.jpg,은행엽건조엑스,Ginkgo Leaf Ext.,"정제, 저작정",에스케이케미칼(주),Sk Chemicals,,,199102014,19910906,[02190]기타의 순환계용약,일반의약품,"644700130,A18901361",진녹색의 타원형 필름 코팅정,장방형,3.9,11.1,6.1,SK,G40,초록,,,,20041222,필름코팅정,,,,,,,20200723
