area,bbox,category_id,id,image_id,file_name,width,height,imgfile,drug_N,drug_S,back_color,drug_dir,light_color,camera_la,camera_lo,size,dl_mapping_code,dl_name,dl_name_en,img_key,dl_material,dl_material_en,dl_custom_shape,dl_company,dl_company_en,di_company_mf,di_company_mf_en,item_seq,di_item_permit_date,di_class_no,di_etc_otc_code,di_edi_code,chart,drug_shape,thick,leng_long,leng_short,print_front,print_back,color_class1,color_class2,img_regist_ts,form_code_name,change_date
74227,"[550, 838, 373, 199]",33008,2210,582,K-001900-016548-024850-033009_0_2_0_2_90_000_200.png,976,1280,K-001900-016548-024850-033009_0_2_0_2_90_000_200.png,K-033009,정상알약,연회색 배경,앞면,주백색,90,0,200,K-033009,신바로정,Shinbaro Tab.,http://connectdi.com/design/img/drug/148431162903300172.jpg,자오가·우슬·방풍·두충·구척·흑두건조엑스,Acanthopanax·Achyranthes·Ledebouriella etc Dried ext.,"정제, 저작정",(주)녹십자,Green Cross Corp,,,201401963,20140423,[01140]해열.진통.소염제,전문의약품,643605030,갈색의 장방형 필름코팅정,타원형,5.3,14.5,8.0,S300,,갈색,,20140925,필름코팅정,20151015
80430,"[518, 791, 383, 210]",33008,2211,580,K-001900-016548-024850-033009_0_2_0_2_75_000_200.png,976,1280,K-001900-016548-024850-033009_0_2_0_2_75_000_200.png,K-033009,정상알약,연회색 배경,앞면,주백색,75,0,200,K-033009,신바로정,Shinbaro Tab.,http://connectdi.com/design/img/drug/148431162903300172.jpg,자오가·우슬·방풍·두충·구척·흑두건조엑스,Acanthopanax·Achyranthes·Ledebouriella etc Dried ext.,"정제, 저작정",(주)녹십자,Green Cross Corp,,,201401963,20140423,[01140]해열.진통.소염제,전문의약품,643605030,갈색의 장방형 필름코팅정,타원형,5.3,14.5,8.0,S300,,갈색,,20140925,필름코팅정,20151015
55464,"[162, 815, 184, 296]",24849,2206,582,K-001900-016548-024850-033009_0_2_0_2_90_000_200.png,976,1280,K-001900-016548-024850-033009_0_2_0_2_90_000_200.png,K-024850,정상알약,연회색 배경,앞면,주백색,90,0,200,K-024850,놀텍정 10mg,Noltec Tab. ,http://connectdi.com/design/img/drug/151706776344700001.jpg,일라프라졸,Ilaprazole,장용정제,일양약품(주),Ilyang Pharmaceutical,일양바이오팜(주),Ilyang Bio Pharm,200810688,20081028,[02320]소화성궤양용제,전문의약품,"641702920,A09506451",주황색의 타원형 장용성 필름코팅정제,타원형,4.28,11.4,5.8,Noltec 10,,주황,,20090616,장용성필름코팅정,20190912
55752,"[130, 775, 184, 303]",24849,2207,580,K-001900-016548-024850-033009_0_2_0_2_75_000_200.png,976,1280,K-001900-016548-024850-033009_0_2_0_2_75_000_200.png,K-024850,정상알약,연회색 배경,앞면,주백색,75,0,200,K-024850,놀텍정 10mg,Noltec Tab. ,http://connectdi.com/design/img/drug/151706776344700001.jpg,일라프라졸,Ilaprazole,장용정제,일양약품(주),Ilyang Pharmaceutical,일양바이오팜(주),Ilyang Bio Pharm,200810688,20081028,[02320]소화성궤양용제,전문의약품,"641702920,A09506451",주황색의 타원형 장용성 필름코팅정제,타원형,4.28,11.4,5.8,Noltec 10,,주황,,20090616,장용성필름코팅정,20190912
54934,"[637, 121, 242, 227]",16547,2202,582,K-001900-016548-024850-033009_0_2_0_2_90_000_200.png,976,1280,K-001900-016548-024850-033009_0_2_0_2_90_000_200.png,K-016548,정상알약,연회색 배경,앞면,주백색,90,0,200,K-016548,가바토파정 100mg,Gabatopa Tab. 100mg,,토피라메이트,Topiramate,"정제, 저작정",동아에스티(주),Dong-A St,,,200500251,20050628,[01130]항전간제,전문의약품,"642500020,A01508461",,,0.0,0.0,0.0,,,,,,,
53118,"[610, 117, 234, 227]",16547,2200,580,K-001900-016548-024850-033009_0_2_0_2_75_000_200.png,976,1280,K-001900-016548-024850-033009_0_2_0_2_75_000_200.png,K-016548,정상알약,연회색 배경,앞면,주백색,75,0,200,K-016548,가바토파정 100mg,Gabatopa Tab. 100mg,,토피라메이트,Topiramate,"정제, 저작정",동아에스티(주),Dong-A St,,,200500251,20050628,[01130]항전간제,전문의약품,"642500020,A01508461",,,0.0,0.0,0.0,,,,,,,
87492,"[123, 766, 317, 276]",27732,2612,689,K-003483-020238-027733-034597_0_2_0_2_90_000_200.png,976,1280,K-003483-020238-027733-034597_0_2_0_2_90_000_200.png,K-027733,정상알약,연회색 배경,앞면,주백색,90,0,200,K-027733,트윈스타정 40/5mg,Twynsta Tab. 40/5mg,http://connectdi.com/design/img/drug/1MnfO1MVz0w.jpg,텔미사르탄|암로디핀베실산염,Amlodipine Besylate| Telmisartan　,"정제, 저작정",한국베링거인겔하임(주),Boehringer Ingelheim Korea,,,201005081,20100819,[02140]혈압강하제,전문의약품,653501270,흰색과 연한 파란색의 양면이 볼록한 타원형 이중정이다.,타원형,5.0,14.0,6.8,마크 A1,,하양,파랑,20101027,다층정,20200304
79765,"[564, 262, 301, 265]",27732,2610,690,K-003483-020238-027733-034597_0_2_0_2_70_000_200.png,976,1280,K-003483-020238-027733-034597_0_2_0_2_70_000_200.png,K-027733,정상알약,연회색 배경,앞면,주백색,70,0,200,K-027733,트윈스타정 40/5mg,Twynsta Tab. 40/5mg,http://connectdi.com/design/img/drug/1MnfO1MVz0w.jpg,텔미사르탄|암로디핀베실산염,Amlodipine Besylate| Telmisartan　,"정제, 저작정",한국베링거인겔하임(주),Boehringer Ingelheim Korea,,,201005081,20100819,[02140]혈압강하제,전문의약품,653501270,흰색과 연한 파란색의 양면이 볼록한 타원형 이중정이다.,타원형,5.0,14.0,6.8,마크 A1,,하양,파랑,20101027,다층정,20200304
49932,"[642, 189, 228, 219]",20237,2614,689,K-003483-020238-027733-034597_0_2_0_2_90_000_200.png,976,1280,K-003483-020238-027733-034597_0_2_0_2_90_000_200.png,K-020238,정상알약,연회색 배경,앞면,주백색,90,0,200,K-020238,플라빅스정 75mg,Plavix Tab. 75mg,http://connectdi.com/design/img/drug/149883724889500122.jpg,클로피도그렐황산염,Clopidogrel Bisulfate,"정제, 저작정",(주)한독,Handok,Sanofi Winthrop Industrie,,200700907,20070122,[02180]동맥경화용제,전문의약품,"652101570,A07404851",분홍색의 원형필름코팅정,원형,4.0,8.5,8.5,75,1171,분홍,,20041222,필름코팅정,20210426
52896,"[113, 853, 232, 228]",20237,2615,690,K-003483-020238-027733-034597_0_2_0_2_70_000_200.png,976,1280,K-003483-020238-027733-034597_0_2_0_2_70_000_200.png,K-020238,정상알약,연회색 배경,앞면,주백색,70,0,200,K-020238,플라빅스정 75mg,Plavix Tab. 75mg,http://connectdi.com/design/img/drug/149883724889500122.jpg,클로피도그렐황산염,Clopidogrel Bisulfate,"정제, 저작정",(주)한독,Handok,Sanofi Winthrop Industrie,,200700907,20070122,[02180]동맥경화용제,전문의약품,"652101570,A07404851",분홍색의 원형필름코팅정,원형,4.0,8.5,8.5,75,1171,분홍,,20041222,필름코팅정,20210426
58025,"[608, 791, 275, 211]",3482,2616,689,K-003483-020238-027733-034597_0_2_0_2_90_000_200.png,976,1280,K-003483-020238-027733-034597_0_2_0_2_90_000_200.png,K-003483,정상알약,연회색 배경,앞면,주백색,90,0,200,K-003483,기넥신에프정(은행엽엑스)(수출용),Ginexin-F Tab.,http://connectdi.com/design/img/drug/148609543321800170.jpg,은행엽건조엑스,Ginkgo Leaf Ext.,"정제, 저작정",에스케이케미칼(주),Sk Chemicals,,,199102014,19910906,[02190]기타의 순환계용약,일반의약품,"644700130,A18901361",진녹색의 타원형 필름 코팅정,장방형,3.9,11.1,6.1,SK,G40,초록,,20041222,필름코팅정,20200723
54944,"[121, 306, 272, 202]",3482,2617,690,K-003483-020238-027733-034597_0_2_0_2_70_000_200.png,976,1280,K-003483-020238-027733-034597_0_2_0_2_70_000_200.png,K-003483,정상알약,연회색 배경,앞면,주백색,70,0,200,K-003483,기넥신에프정(은행엽엑스)(수출용),Ginexin-F Tab.,http://connectdi.com/design/img/drug/148609543321800170.jpg,은행엽건조엑스,Ginkgo Leaf Ext.,"정제, 저작정",에스케이케미칼(주),Sk Chemicals,,,199102014,19910906,[02190]기타의 순환계용약,일반의약품,"644700130,A18901361",진녹색의 타원형 필름 코팅정,장방형,3.9,11.1,6.1,SK,G40,초록,,20041222,필름코팅정,20200723
183675,"[116, 216, 465, 395]",34596,2608,689,K-003483-020238-027733-034597_0_2_0_2_90_000_200.png,976,1280,K-003483-020238-027733-034597_0_2_0_2_90_000_200.png,K-034597,정상알약,연회색 배경,앞면,주백색,90,0,200,K-034597,제미메트서방정 50/1000mg,Zemimet SR Tab. 50/1000mg,http://connectdi.com/design/img/drug/147426964205900067.jpg,제미글립틴타르타르산염1.5수화물|메트포르민염산염,Gemigliptin Tartrate Sesquihydrate| Metformin Hydrochloride,서방형정제,(주)엘지화학,Lg Chem,,,201405223,20141107,[03960]당뇨병용제,전문의약품,668902910,갈색 장방형의 필름코팅정,장방형,8.25,19.81,10.07,마크,5010,분홍,,20160224,서방성필름코팅정,20210513
192918,"[412, 628, 474, 407]",34596,2609,690,K-003483-020238-027733-034597_0_2_0_2_70_000_200.png,976,1280,K-003483-020238-027733-034597_0_2_0_2_70_000_200.png,K-034597,정상알약,연회색 배경,앞면,주백색,70,0,200,K-034597,제미메트서방정 50/1000mg,Zemimet SR Tab. 50/1000mg,http://connectdi.com/design/img/drug/147426964205900067.jpg,제미글립틴타르타르산염1.5수화물|메트포르민염산염,Gemigliptin Tartrate Sesquihydrate| Metformin Hydrochloride,서방형정제,(주)엘지화학,Lg Chem,,,201405223,20141107,[03960]당뇨병용제,전문의약품,668902910,갈색 장방형의 필름코팅정,장방형,8.25,19.81,10.07,마크,5010,분홍,,20160224,서방성필름코팅정,20210513
209664,"[72, 61, 416, 504]",31884,1444,385,K-003483-020238-027653-031885_0_2_0_2_75_000_200.png,976,1280,K-003483-020238-027653-031885_0_2_0_2_75_000_200.png,K-031885,정상알약,연회색 배경,앞면,주백색,75,0,200,K-031885,자누메트엑스알서방정 100/1000mg,Janumet XR Tab. 100/1000mg,http://connectdi.com/design/img/drug/1NVzhGcz6SP.jpg,메트포르민염산염|시타글립틴인산염수화물,Metformin Hydrochloride| Sitagliptin Phosphate Hydrate,서방형정제,한국엠에스디(주),Msd Korea,,,201309418,20130924,[03960]당뇨병용제,전문의약품,655501800,밝은 파랑색으로 한 면에 81이 새겨진 양면이 볼록한 타원형의 필름코팅정,타원형,8.3,22.2,11.2,81,,파랑,,20131009,필름코팅정,20181112
215130,"[87, 86, 426, 505]",31884,1445,386,K-003483-020238-027653-031885_0_2_0_2_90_000_200.png,976,1280,K-003483-020238-027653-031885_0_2_0_2_90_000_200.png,K-031885,정상알약,연회색 배경,앞면,주백색,90,0,200,K-031885,자누메트엑스알서방정 100/1000mg,Janumet XR Tab. 100/1000mg,http://connectdi.com/design/img/drug/1NVzhGcz6SP.jpg,메트포르민염산염|시타글립틴인산염수화물,Metformin Hydrochloride| Sitagliptin Phosphate Hydrate,서방형정제,한국엠에스디(주),Msd Korea,,,201309418,20130924,[03960]당뇨병용제,전문의약품,655501800,밝은 파랑색으로 한 면에 81이 새겨진 양면이 볼록한 타원형의 필름코팅정,타원형,8.3,22.2,11.2,81,,파랑,,20131009,필름코팅정,20181112
47700,"[62, 811, 225, 212]",27652,1453,385,K-003483-020238-027653-031885_0_2_0_2_75_000_200.png,976,1280,K-003483-020238-027653-031885_0_2_0_2_75_000_200.png,K-027653,정상알약,연회색 배경,앞면,주백색,75,0,200,K-027653,세비카정 10/40mg,Sevikar Tab. 10/40mg,http://connectdi.com/design/img/drug/147426502377200196.jpg,올메사르탄메독소밀|암로디핀베실산염,Amlodipine Besylate| Olmesartan Medoxomil,"정제, 저작정",한국다이이찌산쿄(주),Daiichi Sankyo Korea,,,201004570,20100719,[02140]혈압강하제,전문의약품,680900060,적갈색의 원형 필름코팅정제,원형,4.1,8.2,8.2,C77,,갈색,,20100810,필름코팅정,20210331
46161,"[95, 853, 223, 207]",27652,1454,386,K-003483-020238-027653-031885_0_2_0_2_90_000_200.png,976,1280,K-003483-020238-027653-031885_0_2_0_2_90_000_200.png,K-027653,정상알약,연회색 배경,앞면,주백색,90,0,200,K-027653,세비카정 10/40mg,Sevikar Tab. 10/40mg,http://connectdi.com/design/img/drug/147426502377200196.jpg,올메사르탄메독소밀|암로디핀베실산염,Amlodipine Besylate| Olmesartan Medoxomil,"정제, 저작정",한국다이이찌산쿄(주),Daiichi Sankyo Korea,,,201004570,20100719,[02140]혈압강하제,전문의약품,680900060,적갈색의 원형 필름코팅정제,원형,4.1,8.2,8.2,C77,,갈색,,20100810,필름코팅정,20210331
45795,"[598, 176, 215, 213]",20237,1450,385,K-003483-020238-027653-031885_0_2_0_2_75_000_200.png,976,1280,K-003483-020238-027653-031885_0_2_0_2_75_000_200.png,K-020238,정상알약,연회색 배경,앞면,주백색,75,0,200,K-020238,플라빅스정 75mg,Plavix Tab. 75mg,http://connectdi.com/design/img/drug/149883724889500122.jpg,클로피도그렐황산염,Clopidogrel Bisulfate,"정제, 저작정",(주)한독,Handok,Sanofi Winthrop Industrie,,200700907,20070122,[02180]동맥경화용제,전문의약품,"652101570,A07404851",분홍색의 원형필름코팅정,원형,4.0,8.5,8.5,75,1171,분홍,,20041222,필름코팅정,20210426
48608,"[623, 177, 224, 217]",20237,1452,386,K-003483-020238-027653-031885_0_2_0_2_90_000_200.png,976,1280,K-003483-020238-027653-031885_0_2_0_2_90_000_200.png,K-020238,정상알약,연회색 배경,앞면,주백색,90,0,200,K-020238,플라빅스정 75mg,Plavix Tab. 75mg,http://connectdi.com/design/img/drug/149883724889500122.jpg,클로피도그렐황산염,Clopidogrel Bisulfate,"정제, 저작정",(주)한독,Handok,Sanofi Winthrop Industrie,,200700907,20070122,[02180]동맥경화용제,전문의약품,"652101570,A07404851",분홍색의 원형필름코팅정,원형,4.0,8.5,8.5,75,1171,분홍,,20041222,필름코팅정,20210426
50688,"[560, 812, 288, 176]",3482,1449,385,K-003483-020238-027653-031885_0_2_0_2_75_000_200.png,976,1280,K-003483-020238-027653-031885_0_2_0_2_75_000_200.png,K-003483,정상알약,연회색 배경,앞면,주백색,75,0,200,K-003483,기넥신에프정(은행엽엑스)(수출용),Ginexin-F Tab.,http://connectdi.com/design/img/drug/148609543321800170.jpg,은행엽건조엑스,Ginkgo Leaf Ext.,"정제, 저작정",에스케이케미칼(주),Sk Chemicals,,,199102014,19910906,[02190]기타의 순환계용약,일반의약품,"644700130,A18901361",진녹색의 타원형 필름 코팅정,장방형,3.9,11.1,6.1,SK,G40,초록,,20041222,필름코팅정,20200723
46695,"[588, 846, 283, 165]",3482,1448,386,K-003483-020238-027653-031885_0_2_0_2_90_000_200.png,976,1280,K-003483-020238-027653-031885_0_2_0_2_90_000_200.png,K-003483,정상알약,연회색 배경,앞면,주백색,90,0,200,K-003483,기넥신에프정(은행엽엑스)(수출용),Ginexin-F Tab.,http://connectdi.com/design/img/drug/148609543321800170.jpg,은행엽건조엑스,Ginkgo Leaf Ext.,"정제, 저작정",에스케이케미칼(주),Sk Chemicals,,,199102014,19910906,[02190]기타의 순환계용약,일반의약품,"644700130,A18901361",진녹색의 타원형 필름 코팅정,장방형,3.9,11.1,6.1,SK,G40,초록,,20041222,필름코팅정,20200723
32130,"[609, 845, 210, 153]",12246,4582,1202,K-003544-012247-016548-021026_0_2_0_2_90_000_200.png,976,1280,K-003544-012247-016548-021026_0_2_0_2_90_000_200.png,K-012247,정상알약,연회색 배경,앞면,주백색,90,0,200,K-012247,아빌리파이정 10mg,Abilify Tab.10mg,http://connectdi.com/design/img/drug/151317985218500137.jpg,아리피프라졸,Aripiprazole,"정제, 저작정",한국오츠카제약(주),Korea Otsuka Pharmaceutical,,,200202889,20020801,[01170]정신신경용제,전문의약품,"649900120,A04270241",분홍색의 장방형 정제(각인 A-008 10),장방형,2.65,8.0,4.5,A-008 10,,분홍,,20041222,나정,20191023
30247,"[184, 309, 203, 149]",12246,4583,1203,K-003544-012247-016548-021026_0_2_0_2_70_000_200.png,976,1280,K-003544-012247-016548-021026_0_2_0_2_70_000_200.png,K-012247,정상알약,연회색 배경,앞면,주백색,70,0,200,K-012247,아빌리파이정 10mg,Abilify Tab.10mg,http://connectdi.com/design/img/drug/151317985218500137.jpg,아리피프라졸,Aripiprazole,"정제, 저작정",한국오츠카제약(주),Korea Otsuka Pharmaceutical,,,200202889,20020801,[01170]정신신경용제,전문의약품,"649900120,A04270241",분홍색의 장방형 정제(각인 A-008 10),장방형,2.65,8.0,4.5,A-008 10,,분홍,,20041222,나정,20191023
31504,"[137, 855, 176, 179]",21025,4576,1202,K-003544-012247-016548-021026_0_2_0_2_90_000_200.png,976,1280,K-003544-012247-016548-021026_0_2_0_2_90_000_200.png,K-021026,정상알약,연회색 배경,앞면,주백색,90,0,200,K-021026,펠루비정(펠루비프로펜),Pelubi Tab.,http://connectdi.com/design/img/drug/147427824984200145.jpg,펠루비프로펜,Pelubiprofen,"정제, 저작정",대원제약(주),Daewon Pharmaceutical,,,200704590,20070420,[01140]해열.진통.소염제,전문의약품,"671803380,A12804731",담황색 원형정제,원형,2.2,7.0,7.0,마크,PE,노랑,,20081002,나정,20200130
30621,"[676, 284, 177, 173]",21025,4577,1203,K-003544-012247-016548-021026_0_2_0_2_70_000_200.png,976,1280,K-003544-012247-016548-021026_0_2_0_2_70_000_200.png,K-021026,정상알약,연회색 배경,앞면,주백색,70,0,200,K-021026,펠루비정(펠루비프로펜),Pelubi Tab.,http://connectdi.com/design/img/drug/147427824984200145.jpg,펠루비프로펜,Pelubiprofen,"정제, 저작정",대원제약(주),Daewon Pharmaceutical,,,200704590,20070420,[01140]해열.진통.소염제,전문의약품,"671803380,A12804731",담황색 원형정제,원형,2.2,7.0,7.0,마크,PE,노랑,,20081002,나정,20200130
41600,"[160, 196, 208, 200]",3543,4578,1202,K-003544-012247-016548-021026_0_2_0_2_90_000_200.png,976,1280,K-003544-012247-016548-021026_0_2_0_2_90_000_200.png,K-003544,정상알약,연회색 배경,앞면,주백색,90,0,200,K-003544,무코스타정(레바미피드)(비매품),Mucosta Tab.,http://connectdi.com/design/img/drug/1N1ddmFmE2M.jpg,레바미피드,Rebamipide,"정제, 저작정",한국오츠카제약(주),Korea Otsuka Pharmaceutical,,,199102825,19910731,[02320]소화성궤양용제,전문의약품,"649900060,A42700141",백색의 원형필름코팅정,원형,3.4,8.1,8.1,OG33,,하양,,20041222,필름코팅정,20130904
46221,"[623, 870, 217, 213]",3543,4580,1203,K-003544-012247-016548-021026_0_2_0_2_70_000_200.png,976,1280,K-003544-012247-016548-021026_0_2_0_2_70_000_200.png,K-003544,정상알약,연회색 배경,앞면,주백색,70,0,200,K-003544,무코스타정(레바미피드)(비매품),Mucosta Tab.,http://connectdi.com/design/img/drug/1N1ddmFmE2M.jpg,레바미피드,Rebamipide,"정제, 저작정",한국오츠카제약(주),Korea Otsuka Pharmaceutical,,,199102825,19910731,[02320]소화성궤양용제,전문의약품,"649900060,A42700141",백색의 원형필름코팅정,원형,3.4,8.1,8.1,OG33,,하양,,20041222,필름코팅정,20130904
53788,"[613, 224, 238, 226]",16547,4585,1202,K-003544-012247-016548-021026_0_2_0_2_90_000_200.png,976,1280,K-003544-012247-016548-021026_0_2_0_2_90_000_200.png,K-016548,정상알약,연회색 배경,앞면,주백색,90,0,200,K-016548,가바토파정 100mg,Gabatopa Tab. 100mg,,토피라메이트,Topiramate,"정제, 저작정",동아에스티(주),Dong-A St,,,200500251,20050628,[01130]항전간제,전문의약품,"642500020,A01508461",,,0.0,0.0,0.0,,,,,,,
57117,"[134, 807, 241, 237]",16547,4584,1203,K-003544-012247-016548-021026_0_2_0_2_70_000_200.png,976,1280,K-003544-012247-016548-021026_0_2_0_2_70_000_200.png,K-016548,정상알약,연회색 배경,앞면,주백색,70,0,200,K-016548,가바토파정 100mg,Gabatopa Tab. 100mg,,토피라메이트,Topiramate,"정제, 저작정",동아에스티(주),Dong-A St,,,200500251,20050628,[01130]항전간제,전문의약품,"642500020,A01508461",,,0.0,0.0,0.0,,,,,,,
159456,"[556, 569, 302, 528]",12777,3248,853,K-002483-003743-004378-012778_0_2_0_2_70_000_200.png,976,1280,K-002483-003743-004378-012778_0_2_0_2_70_000_200.png,K-012778,정상알약,연회색 배경,앞면,주백색,70,0,200,K-012778,다보타민큐정 10mg/병,Dabotamin Q Tab.,http://connectdi.com/design/img/drug/154601167157200099.jpg,,Ascorbic Acid Gr. 97%| Biotin 1%| Calcium Pantothenate| Cupric Oxide| Cyanocobalamin 1%| Dibasic Calcium Phosphate| Ergocalciferol Gr.| Ferrous Fumarate| Folic Acid| Magnesium Oxide| Manganese Sulfate| Molybden in Dried Yeast| Nicotinamide| Potassium Chloride| Potassium Iodide| Pyridoxine Hydrochloride 97% Gr.| Riboflavin| Selenium in Dried Yeast| Thiamine Nitrate(3倍散)| Tocopherol Acetate 50%| Zinc Sulfate Monohydrate| β-Carotene 20% Gr.,"정제, 저작정",(주)유한양행,Yuhan,,,200300416,20030523,[03160]혼합비타민제(비타민AD 혼합제제를 제외),일반의약품,642100140,적갈색의 타원형 제피정,타원형,6.02,19.2,8.3,Y분할선H,,갈색,,20041222,필름코팅정,20210330
155344,"[89, 108, 304, 511]",12777,3247,854,K-002483-003743-004378-012778_0_2_0_2_90_000_200.png,976,1280,K-002483-003743-004378-012778_0_2_0_2_90_000_200.png,K-012778,정상알약,연회색 배경,앞면,주백색,90,0,200,K-012778,다보타민큐정 10mg/병,Dabotamin Q Tab.,http://connectdi.com/design/img/drug/154601167157200099.jpg,,Ascorbic Acid Gr. 97%| Biotin 1%| Calcium Pantothenate| Cupric Oxide| Cyanocobalamin 1%| Dibasic Calcium Phosphate| Ergocalciferol Gr.| Ferrous Fumarate| Folic Acid| Magnesium Oxide| Manganese Sulfate| Molybden in Dried Yeast| Nicotinamide| Potassium Chloride| Potassium Iodide| Pyridoxine Hydrochloride 97% Gr.| Riboflavin| Selenium in Dried Yeast| Thiamine Nitrate(3倍散)| Tocopherol Acetate 50%| Zinc Sulfate Monohydrate| β-Carotene 20% Gr.,"정제, 저작정",(주)유한양행,Yuhan,,,200300416,20030523,[03160]혼합비타민제(비타민AD 혼합제제를 제외),일반의약품,642100140,적갈색의 타원형 제피정,타원형,6.02,19.2,8.3,Y분할선H,,갈색,,20041222,필름코팅정,20210330
96135,"[136, 108, 221, 435]",4377,3240,853,K-002483-003743-004378-012778_0_2_0_2_70_000_200.png,976,1280,K-002483-003743-004378-012778_0_2_0_2_70_000_200.png,K-004378,정상알약,연회색 배경,앞면,주백색,70,0,200,K-004378,타이레놀정500mg,Tylenol Tab. 500mg,http://connectdi.com/design/img/drug/147427630838400132.jpg,아세트아미노펜,Acetaminophen,"정제, 저작정",(주)한국얀센,Janssen Korea,,,199303108,20010404,[01140]해열.진통.소염제,일반의약품,646900720,백색의 장방형 필름코팅정제,장방형,6.5,17.5,7.2,TYLENOL,500,하양,,20041222,필름코팅정,20200113
102604,"[588, 702, 227, 452]",4377,3241,854,K-002483-003743-004378-012778_0_2_0_2_90_000_200.png,976,1280,K-002483-003743-004378-012778_0_2_0_2_90_000_200.png,K-004378,정상알약,연회색 배경,앞면,주백색,90,0,200,K-004378,타이레놀정500mg,Tylenol Tab. 500mg,http://connectdi.com/design/img/drug/147427630838400132.jpg,아세트아미노펜,Acetaminophen,"정제, 저작정",(주)한국얀센,Janssen Korea,,,199303108,20010404,[01140]해열.진통.소염제,일반의약품,646900720,백색의 장방형 필름코팅정제,장방형,6.5,17.5,7.2,TYLENOL,500,하양,,20041222,필름코팅정,20200113
94224,"[485, 151, 312, 302]",3742,3237,853,K-002483-003743-004378-012778_0_2_0_2_70_000_200.png,976,1280,K-002483-003743-004378-012778_0_2_0_2_70_000_200.png,K-003743,정상알약,연회색 배경,앞면,주백색,70,0,200,K-003743,알드린정,Aldrin Tab.,http://connectdi.com/design/img/drug/147765842976900136.jpg,알마게이트,Almagate,"정제, 저작정",일양약품(주),Ilyang Pharmaceutical,,,199201106,19920323,[02340]제산제,일반의약품,"641701090,A09504081",이 약은 흰색의 원형 정제이다.,원형,5.86,12.58,12.58,ALT,,하양,,20050707,나정,20160526
103964,"[129, 802, 329, 316]",3742,3238,854,K-002483-003743-004378-012778_0_2_0_2_90_000_200.png,976,1280,K-002483-003743-004378-012778_0_2_0_2_90_000_200.png,K-003743,정상알약,연회색 배경,앞면,주백색,90,0,200,K-003743,알드린정,Aldrin Tab.,http://connectdi.com/design/img/drug/147765842976900136.jpg,알마게이트,Almagate,"정제, 저작정",일양약품(주),Ilyang Pharmaceutical,,,199201106,19920323,[02340]제산제,일반의약품,"641701090,A09504081",이 약은 흰색의 원형 정제이다.,원형,5.86,12.58,12.58,ALT,,하양,,20050707,나정,20160526
104370,"[100, 691, 213, 490]",2482,3244,853,K-002483-003743-004378-012778_0_2_0_2_70_000_200.png,976,1280,K-002483-003743-004378-012778_0_2_0_2_70_000_200.png,K-002483,정상알약,연회색 배경,앞면,주백색,70,0,200,K-002483,뮤테란캡슐 100mg,Muteran Cap. 100mg,http://connectdi.com/design/img/drug/1M_4NHfUrnp.jpg,아세틸시스테인,Acetylcysteine,경질캡슐제,한화제약(주),Hanwha Pharma,,,198801531,19880629,[02220]진해거담제,일반의약품,"651600290,A15301201",흰색의 분말이 충진된 상하 녹색의 경질캡슐제,장방형,6.8,19.0,6.4,Hanwha MUC100,,초록,초록,20191226,"경질캡슐제, 산제",20190627
97566,"[631, 31, 202, 483]",2482,3245,854,K-002483-003743-004378-012778_0_2_0_2_90_000_200.png,976,1280,K-002483-003743-004378-012778_0_2_0_2_90_000_200.png,K-002483,정상알약,연회색 배경,앞면,주백색,90,0,200,K-002483,뮤테란캡슐 100mg,Muteran Cap. 100mg,http://connectdi.com/design/img/drug/1M_4NHfUrnp.jpg,아세틸시스테인,Acetylcysteine,경질캡슐제,한화제약(주),Hanwha Pharma,,,198801531,19880629,[02220]진해거담제,일반의약품,"651600290,A15301201",흰색의 분말이 충진된 상하 녹색의 경질캡슐제,장방형,6.8,19.0,6.4,Hanwha MUC100,,초록,초록,20191226,"경질캡슐제, 산제",20190627
36278,"[362, 144, 187, 194]",3350,831,221,K-003351-016262-041768_0_2_0_2_75_000_200.png,976,1280,K-003351-016262-041768_0_2_0_2_75_000_200.png,K-003351,정상알약,연회색 배경,앞면,주백색,75,0,200,K-003351,일양하이트린정 2mg,Hytrin Tab. 2mg Ilyang,http://connectdi.com/design/img/drug/147765842976900148.jpg,테라조신염산염수화물,Terazosin Hydrochloride Hydrate,"정제, 저작정",일양약품(주),Ilyang Pharmaceutical,,,199101125,19910626,[02590]기타의 비뇨생식기관 및 항문용약,전문의약품,"641702010,A09503981",오랜지색 또는 노란색의 원형정제.,원형,2.76,7.01,7.01,I분할선Y,HT,주황,,20041222,나정,20170328
36672,"[384, 895, 191, 192]",3350,830,220,K-003351-016262-041768_0_2_0_2_70_000_200.png,976,1280,K-003351-016262-041768_0_2_0_2_70_000_200.png,K-003351,정상알약,연회색 배경,앞면,주백색,70,0,200,K-003351,일양하이트린정 2mg,Hytrin Tab. 2mg Ilyang,http://connectdi.com/design/img/drug/147765842976900148.jpg,테라조신염산염수화물,Terazosin Hydrochloride Hydrate,"정제, 저작정",일양약품(주),Ilyang Pharmaceutical,,,199101125,19910626,[02590]기타의 비뇨생식기관 및 항문용약,전문의약품,"641702010,A09503981",오랜지색 또는 노란색의 원형정제.,원형,2.76,7.01,7.01,I분할선Y,HT,주황,,20041222,나정,20170328
